meet_ID,group_ID,host_ID,meet_name,start_time,end_time
1319,10674,R10620016,報告主題,2023/9/27 12:30,2023/9/27 13:30
1320,13288,B11H01066,報告主題,2023/9/13 12:00,2023/9/13 14:00
1321,617,R10924004,完成報告書,2023/11/13 10:00,2023/11/13 11:00
1322,11605,R11941037,工作分配,2023/12/9 15:30,2023/12/9 16:30
1323,12926,R10941025,實驗結果,2023/10/10 09:30,2023/10/10 11:30
1324,19490,B10708032,完成報告書,2023/9/19 20:30,2023/9/19 22:30
1325,2168,B10701025,實驗結果,2023/10/11 11:30,2023/10/11 12:30
1326,1957,B08702101,報告主題,2023/11/13 09:30,2023/11/13 11:30
1327,1922,B11619026,工作分配,2023/9/9 18:00,2023/9/9 20:00
1328,15910,B11608024,完成報告書,2023/9/11 10:00,2023/9/11 12:00
1329,5102,B10203003,實驗結果,2023/10/31 11:00,2023/10/31 12:00
1330,11212,B09307055,工作分配,2023/10/13 19:30,2023/10/13 21:30
1331,4011,B10701309,報告主題,2023/11/10 10:30,2023/11/10 11:30
1332,7742,R10941150,工作分配,2023/10/29 10:30,2023/10/29 12:30
1333,10329,D03949011,完成報告書,2023/12/9 23:00,2023/12/10 01:00
1334,4107,B10504034,工作分配,2023/11/6 09:30,2023/11/6 10:30
1335,12467,B10207A03,實驗結果,2023/10/9 18:00,2023/10/9 19:00
1336,17713,R09942170,實驗結果,2023/11/8 09:30,2023/11/8 11:30
1337,7789,R11942021,完成報告書,2023/11/9 09:30,2023/11/9 10:30
1338,7089,B10702056,實作方法,2023/9/9 18:00,2023/9/9 20:00
1339,20505,B11208006,完成報告書,2023/9/10 19:00,2023/9/10 21:00
1340,5106,B11202115,報告主題,2023/9/20 15:30,2023/9/20 16:30
1341,8325,R10542083,完成報告書,2023/9/8 23:00,2023/9/9 00:00
1342,12828,B11401057,實作方法,2023/11/23 20:30,2023/11/23 22:30
1343,12376,B08701039,報告主題,2023/11/28 15:30,2023/11/28 16:30
1344,15950,B10703015,工作分配,2023/11/20 16:00,2023/11/20 17:00
1345,19704,B08613040,完成報告書,2023/9/10 14:00,2023/9/10 16:00
1346,14528,R11945026,完成報告書,2023/11/28 19:30,2023/11/28 21:30
1347,10080,B10201212,工作分配,2023/10/25 14:00,2023/10/25 16:00
1348,20444,B10405024,實作方法,2023/9/4 12:00,2023/9/4 14:00
1349,16464,R11949015,實作方法,2023/11/10 21:00,2023/11/10 23:00
1350,15562,B09902261,報告主題,2023/10/6 14:30,2023/10/6 15:30
1351,12113,R11943003,報告主題,2023/12/8 13:00,2023/12/8 15:00
1352,10140,B10702037,報告主題,2023/9/10 21:00,2023/9/10 22:00
1353,1623,B09408004,實作方法,2023/9/13 10:30,2023/9/13 11:30
1354,7711,B11401003,實作方法,2023/11/21 10:00,2023/11/21 12:00
1355,17410,B09409080,實驗結果,2023/12/8 10:00,2023/12/8 12:00
1356,13160,B09303010,報告主題,2023/10/21 09:30,2023/10/21 11:30
1357,14117,R11944051,報告主題,2023/11/9 20:00,2023/11/9 22:00
1358,12568,B10802717,報告主題,2023/9/17 11:00,2023/9/17 13:00
1359,6950,R10225014,工作分配,2023/10/30 10:30,2023/10/30 12:30
1360,8972,B11108004,實驗結果,2023/10/4 20:30,2023/10/4 21:30
1361,14598,R11224051,工作分配,2023/10/16 10:30,2023/10/16 11:30
1362,15815,B10701330,實作方法,2023/9/9 11:00,2023/9/9 12:00
1363,5153,B10400027,實作方法,2023/9/22 12:30,2023/9/22 13:30
1364,12841,R11251152,報告主題,2023/10/22 09:30,2023/10/22 10:30
1365,12836,B11701006,完成報告書,2023/11/17 20:00,2023/11/17 22:00
1366,1583,R10140015,實作方法,2023/9/9 10:00,2023/9/9 11:00
1367,13297,R11941072,報告主題,2023/11/23 21:30,2023/11/23 23:30
1368,6853,B08A03022,報告主題,2023/11/6 20:30,2023/11/6 21:30
1369,12104,B11701052,實作方法,2023/11/20 13:30,2023/11/20 14:30
1370,1430,B10305022,工作分配,2023/9/13 09:30,2023/9/13 10:30
1371,19119,F08924011,工作分配,2023/11/22 23:30,2023/11/23 00:30
1372,6349,B10A03055,完成報告書,2023/10/14 09:00,2023/10/14 10:00
1373,7607,B11101153,報告主題,2023/11/16 14:30,2023/11/16 16:30
1374,15842,B09404011,報告主題,2023/10/9 14:00,2023/10/9 16:00
1375,6190,B11701A01,實驗結果,2023/10/21 19:00,2023/10/21 20:00
1376,13790,B09301037,完成報告書,2023/11/14 14:30,2023/11/14 16:30
1377,11585,B10401018,完成報告書,2023/9/26 13:30,2023/9/26 15:30
1378,16951,B11202054,完成報告書,2023/12/8 17:00,2023/12/8 18:00
1379,195,B07201016,完成報告書,2023/12/5 22:30,2023/12/6 00:30
1380,5399,R11522102,報告主題,2023/11/28 18:30,2023/11/28 20:30
1381,7467,B09704011,實驗結果,2023/10/17 22:30,2023/10/18 00:30
1382,17215,B11101006,報告主題,2023/12/1 09:30,2023/12/1 10:30
1383,5620,B08611060,完成報告書,2023/10/4 14:00,2023/10/4 15:00
1384,16728,B08601159,實作方法,2023/12/5 10:30,2023/12/5 11:30
1385,4677,R08123142,報告主題,2023/11/20 09:00,2023/11/20 10:00
1386,8093,B11705033,完成報告書,2023/9/9 12:00,2023/9/9 14:00
1387,15776,R10923009,實作方法,2023/9/13 15:00,2023/9/13 16:00
1388,836,B11618056,實作方法,2023/11/22 10:00,2023/11/22 12:00
1389,20777,R10628015,實作方法,2023/11/16 22:30,2023/11/17 00:30
1390,6159,R10142036,實作方法,2023/9/28 11:00,2023/9/28 12:00
1391,3132,R10945032,工作分配,2023/9/12 16:00,2023/9/12 17:00
1392,4707,B11501003,報告主題,2023/10/8 10:00,2023/10/8 11:00
1393,2869,B08302013,實作方法,2023/10/6 14:00,2023/10/6 16:00
1394,7329,B11B04081,報告主題,2023/10/7 19:00,2023/10/7 20:00
1395,7929,B11401072,工作分配,2023/11/8 12:30,2023/11/8 13:30
1396,16195,B10408025,工作分配,2023/9/9 17:00,2023/9/9 19:00
1397,10806,B10507013,實作方法,2023/10/17 10:30,2023/10/17 12:30
1398,6297,B11101019,實作方法,2023/10/11 14:30,2023/10/11 15:30
1399,6588,B08203040,報告主題,2023/9/27 13:30,2023/9/27 15:30
1400,18994,B11405035,完成報告書,2023/9/24 16:00,2023/9/24 17:00
1401,15750,B11601056,實作方法,2023/10/4 09:30,2023/10/4 11:30
1402,3050,B10101216,工作分配,2023/12/7 10:30,2023/12/7 12:30
1403,9571,R10621049,實驗結果,2023/12/1 16:00,2023/12/1 18:00
1404,10983,B09101056,報告主題,2023/10/17 09:30,2023/10/17 11:30
1405,12035,B11615009,完成報告書,2023/9/18 09:30,2023/9/18 10:30
1406,9640,B11202102,完成報告書,2023/10/27 10:30,2023/10/27 11:30
1407,4288,B11208006,完成報告書,2023/9/25 10:30,2023/9/25 12:30
1408,19823,R09423003,實作方法,2023/9/29 10:00,2023/9/29 12:00
1409,16973,B08807023,報告主題,2023/9/6 11:00,2023/9/6 12:00
1410,668,B10405015,實作方法,2023/9/5 13:30,2023/9/5 15:30
1411,1554,R11622034,報告主題,2023/11/27 12:30,2023/11/27 14:30
1412,2355,B10408025,實驗結果,2023/10/16 09:00,2023/10/16 11:00
1413,983,B08701068,報告主題,2023/10/23 09:30,2023/10/23 11:30
1414,21091,B09A02005,報告主題,2023/10/25 12:00,2023/10/25 14:00
1415,3924,B10609019,實驗結果,2023/10/8 13:30,2023/10/8 14:30
1416,11330,R11252013,實驗結果,2023/9/12 15:00,2023/9/12 17:00
1417,6116,R10642170,實作方法,2023/11/10 10:00,2023/11/10 11:00
1418,4807,B11501006,實驗結果,2023/9/14 09:30,2023/9/14 11:30
1419,20916,R10623008,完成報告書,2023/9/10 14:00,2023/9/10 15:00
1420,155,B09602217,報告主題,2023/10/28 16:00,2023/10/28 18:00
1421,3862,B11B01001,工作分配,2023/9/28 11:30,2023/9/28 13:30
1422,17674,B10301001,實作方法,2023/9/13 13:30,2023/9/13 14:30
1423,21310,B10506015,實驗結果,2023/9/16 12:00,2023/9/16 14:00
1424,3746,B09504070,工作分配,2023/11/19 13:30,2023/11/19 15:30
1425,1100,B10801060,實作方法,2023/11/16 22:30,2023/11/17 00:30
1426,11976,B10A01120,工作分配,2023/9/13 12:00,2023/9/13 13:00
1427,17053,B10104038,報告主題,2023/10/1 12:30,2023/10/1 13:30
1428,1019,B11502056,完成報告書,2023/11/8 15:00,2023/11/8 16:00
1429,6388,B08A01049,實作方法,2023/12/3 12:00,2023/12/3 13:00
1430,11723,B10207013,工作分配,2023/11/1 20:30,2023/11/1 21:30
1431,4233,B09301029,實作方法,2023/9/26 12:30,2023/9/26 14:30
1432,5350,R10228056,實作方法,2023/9/18 10:30,2023/9/18 12:30
1433,2362,B11903020,完成報告書,2023/9/19 10:00,2023/9/19 11:00
1434,9130,B10903003,報告主題,2023/11/1 13:30,2023/11/1 14:30
1435,8015,B08702019,實驗結果,2023/9/22 09:30,2023/9/22 11:30
1436,14101,B10405004,實驗結果,2023/11/18 21:00,2023/11/18 22:00
1437,10788,B10707027,實驗結果,2023/11/25 17:00,2023/11/25 19:00
1438,9884,B11701001,工作分配,2023/9/29 11:00,2023/9/29 12:00
1439,228,B11404004,實驗結果,2023/11/23 09:00,2023/11/23 10:00
1440,1326,B10305022,工作分配,2023/11/30 13:00,2023/11/30 14:00
1441,7518,R10921365,完成報告書,2023/9/8 11:30,2023/9/8 13:30
1442,15320,R10522013,實驗結果,2023/9/20 18:00,2023/9/20 20:00
1443,9252,B11601240,實驗結果,2023/9/26 12:00,2023/9/26 13:00
1444,14958,B10503116,工作分配,2023/9/30 09:00,2023/9/30 11:00
1445,17471,R11942010,工作分配,2023/9/16 10:30,2023/9/16 12:30
1446,11712,R10625009,實驗結果,2023/11/26 16:30,2023/11/26 18:30
1447,3379,B11402021,工作分配,2023/11/4 11:00,2023/11/4 13:00
1448,5181,B10A02055,完成報告書,2023/10/11 09:30,2023/10/11 10:30
1449,20245,B10101011,報告主題,2023/9/4 19:00,2023/9/4 20:00
1450,20712,B09704013,報告主題,2023/12/10 10:30,2023/12/10 11:30
1451,20863,R10A22150,實作方法,2023/12/12 10:00,2023/12/12 11:00
1452,13040,B08901004,工作分配,2023/11/21 09:30,2023/11/21 11:30
1453,14521,R11321153,實驗結果,2023/10/21 12:00,2023/10/21 13:00
1454,5005,B09507057,報告主題,2023/11/7 09:00,2023/11/7 11:00
1455,20480,B11B01365,完成報告書,2023/11/1 22:00,2023/11/2 00:00
1456,16770,R10443038,實驗結果,2023/12/12 15:00,2023/12/12 17:00
1457,20600,R10B48024,報告主題,2023/10/31 23:00,2023/11/1 01:00
1458,15427,B10302261,報告主題,2023/10/1 21:30,2023/10/1 23:30
1459,7339,B10204016,報告主題,2023/10/8 17:00,2023/10/8 18:00
1460,12146,B09504009,工作分配,2023/10/23 10:30,2023/10/23 11:30
1461,11343,B10702091,工作分配,2023/10/7 13:00,2023/10/7 14:00
1462,12629,B11301082,實驗結果,2023/10/4 10:30,2023/10/4 11:30
1463,13510,B10304013,實作方法,2023/10/26 23:30,2023/10/27 01:30
1464,8717,B08300039,實驗結果,2023/9/15 14:00,2023/9/15 15:00
1465,12802,B11612129,完成報告書,2023/9/21 15:00,2023/9/21 16:00
1466,1995,B10A01012,完成報告書,2023/11/25 10:00,2023/11/25 11:00
1467,20420,B09609080,報告主題,2023/11/11 20:30,2023/11/11 22:30
1468,10018,B10302039,實驗結果,2023/9/7 21:00,2023/9/7 23:00
1469,13940,B11203065,報告主題,2023/9/28 22:00,2023/9/29 00:00
1470,19705,B11702006,實作方法,2023/9/25 22:30,2023/9/26 00:30
1471,624,B08101111,報告主題,2023/9/29 18:30,2023/9/29 20:30
1472,15511,B11203042,工作分配,2023/9/11 17:00,2023/9/11 19:00
1473,4507,R11922006,實作方法,2023/10/22 13:30,2023/10/22 14:30
1474,2244,B09301365,實驗結果,2023/10/13 10:00,2023/10/13 12:00
1475,9483,R10542027,實驗結果,2023/9/23 13:00,2023/9/23 15:00
1476,8193,R10721309,實驗結果,2023/12/9 12:30,2023/12/9 13:30
1477,21350,D05943020,實作方法,2023/9/15 12:30,2023/9/15 13:30
1478,9623,R11A26033,報告主題,2023/10/4 13:00,2023/10/4 15:00
1479,13348,B11407039,實驗結果,2023/10/14 09:00,2023/10/14 10:00
1480,10725,B11601102,完成報告書,2023/12/7 19:00,2023/12/7 20:00
1481,4237,B09701140,報告主題,2023/10/16 11:30,2023/10/16 12:30
1482,4662,B11602717,實作方法,2023/9/30 11:30,2023/9/30 13:30
1483,16804,B11403020,完成報告書,2023/12/12 17:00,2023/12/12 19:00
1484,15684,B11H02002,工作分配,2023/10/24 11:30,2023/10/24 12:30
1485,17625,R10948023,實驗結果,2023/12/6 18:00,2023/12/6 20:00
1486,9956,B11707027,實作方法,2023/11/24 12:00,2023/11/24 14:00
1487,6076,B09602024,報告主題,2023/12/5 12:00,2023/12/5 14:00
1488,3886,B09403044,實作方法,2023/11/6 12:00,2023/11/6 14:00
1489,3524,R09427033,實驗結果,2023/10/19 10:30,2023/10/19 12:30
1490,14404,B09508024,工作分配,2023/10/24 10:00,2023/10/24 11:00
1491,14161,B09302100,實作方法,2023/11/17 18:00,2023/11/17 20:00
1492,16547,B10208032,工作分配,2023/11/14 11:30,2023/11/14 12:30
1493,20804,B08701037,實作方法,2023/10/22 23:30,2023/10/23 00:30
1494,20841,R11625016,報告主題,2023/10/14 10:30,2023/10/14 12:30
1495,5829,B10602033,工作分配,2023/11/27 11:00,2023/11/27 13:00
1496,9921,B09402125,完成報告書,2023/10/8 10:00,2023/10/8 12:00
1497,5966,R08125032,工作分配,2023/10/20 12:30,2023/10/20 14:30
1498,19200,B11611026,報告主題,2023/11/30 11:00,2023/11/30 13:00
1499,5523,B10301079,報告主題,2023/10/30 14:30,2023/10/30 15:30
1500,8074,B10704081,實驗結果,2023/10/18 11:30,2023/10/18 12:30
1501,10469,R11441150,實驗結果,2023/11/26 09:00,2023/11/26 11:00
1502,10178,R10B41012,實驗結果,2023/10/17 21:30,2023/10/17 23:30
1503,7116,B11402056,完成報告書,2023/12/8 09:30,2023/12/8 10:30
1504,9509,B11402115,實作方法,2023/10/16 22:00,2023/10/16 23:00
1505,13450,B10202039,工作分配,2023/11/13 23:30,2023/11/14 01:30
1506,10573,B10305020,報告主題,2023/12/4 13:00,2023/12/4 15:00
1507,822,R11528053,工作分配,2023/10/26 12:00,2023/10/26 13:00
1508,15360,B10303068,完成報告書,2023/11/12 12:00,2023/11/12 14:00
1509,17000,R11941347,工作分配,2023/11/11 11:30,2023/11/11 13:30
1510,3342,B11303010,報告主題,2023/12/9 09:00,2023/12/9 10:00
1511,14475,B10A08006,工作分配,2023/10/31 12:30,2023/10/31 14:30
1512,13079,B11202160,實作方法,2023/9/29 09:00,2023/9/29 11:00
1513,689,B09907A03,實作方法,2023/11/16 09:30,2023/11/16 11:30
1514,4487,B10301204,報告主題,2023/11/16 12:00,2023/11/16 13:00
1515,14131,B10403036,實作方法,2023/9/12 09:00,2023/9/12 10:00
1516,14231,B09402013,實作方法,2023/11/3 19:30,2023/11/3 20:30
1517,7167,B10406015,完成報告書,2023/10/9 23:00,2023/10/10 00:00
1518,10739,R10A28037,完成報告書,2023/10/25 09:00,2023/10/25 10:00
1519,17060,B10203035,實作方法,2023/10/11 18:00,2023/10/11 20:00
1520,4604,D03942151,實驗結果,2023/10/8 19:00,2023/10/8 21:00
1521,5271,R10325007,完成報告書,2023/11/23 19:30,2023/11/23 20:30
1522,8608,R11520011,工作分配,2023/11/25 21:30,2023/11/25 22:30
1523,6764,B08611126,報告主題,2023/11/24 13:00,2023/11/24 15:00
1524,17687,R11222217,報告主題,2023/10/14 13:30,2023/10/14 14:30
1525,7529,B09902261,實作方法,2023/11/3 13:00,2023/11/3 14:00
1526,8328,B08501216,完成報告書,2023/9/8 10:00,2023/9/8 11:00
1527,7960,B11H02070,完成報告書,2023/9/22 20:00,2023/9/22 21:00
1528,19977,B08A04004,報告主題,2023/9/7 16:00,2023/9/7 18:00
1529,14756,B10603044,實驗結果,2023/11/25 19:00,2023/11/25 20:00
1530,17359,B10303057,工作分配,2023/12/6 12:30,2023/12/6 13:30
1531,4700,B10206041,完成報告書,2023/10/20 18:00,2023/10/20 19:00
1532,18521,B09102043,完成報告書,2023/9/9 22:30,2023/9/10 00:30
1533,11710,R10523020,完成報告書,2023/10/9 20:00,2023/10/9 21:00
1534,225,B10204051,工作分配,2023/10/22 11:00,2023/10/22 12:00
1535,376,B10A05004,報告主題,2023/10/1 16:00,2023/10/1 18:00
1536,9853,B11105055,實驗結果,2023/12/5 09:30,2023/12/5 10:30
1537,2243,B11701165,實作方法,2023/10/30 15:30,2023/10/30 17:30
1538,18928,B11601017,實作方法,2023/12/1 11:00,2023/12/1 12:00
1539,8552,B11405020,完成報告書,2023/11/25 11:30,2023/11/25 13:30
1540,9374,B08611066,實作方法,2023/12/7 17:00,2023/12/7 18:00
1541,912,B11101031,實驗結果,2023/9/7 14:30,2023/9/7 16:30
1542,2454,B10901047,工作分配,2023/9/25 09:30,2023/9/25 11:30
1543,5876,B09707054,實驗結果,2023/10/28 23:00,2023/10/29 00:00
1544,4335,B11202031,報告主題,2023/11/23 12:30,2023/11/23 14:30
1545,4125,B11401070,實作方法,2023/9/25 14:00,2023/9/25 15:00
1546,13430,B09307210,工作分配,2023/11/13 13:00,2023/11/13 15:00
1547,17106,R11442261,實作方法,2023/11/3 19:30,2023/11/3 21:30
1548,4498,B09901330,工作分配,2023/11/19 23:30,2023/11/20 01:30
1549,7631,R09627036,報告主題,2023/10/16 12:00,2023/10/16 13:00
1550,7525,B11201070,完成報告書,2023/11/14 13:00,2023/11/14 15:00
1551,21105,B10701120,實作方法,2023/12/12 10:00,2023/12/12 12:00
1552,16492,F07442022,報告主題,2023/10/24 11:00,2023/10/24 13:00
1553,180,B10407036,實作方法,2023/9/22 22:30,2023/9/23 00:30
1554,7538,B10301029,報告主題,2023/9/21 17:30,2023/9/21 19:30
1555,19565,B11505022,完成報告書,2023/9/29 12:00,2023/9/29 13:00
1556,5124,B10602039,工作分配,2023/12/12 23:00,2023/12/13 00:00
1557,21258,B10604004,報告主題,2023/9/13 22:30,2023/9/14 00:30
1558,17503,B10600047,報告主題,2023/11/1 11:30,2023/11/1 13:30
1559,18482,B11602142,實作方法,2023/11/17 21:00,2023/11/17 23:00
1560,11168,B10901060,實驗結果,2023/10/18 13:00,2023/10/18 14:00
1561,12901,B10702084,實作方法,2023/10/7 23:00,2023/10/8 00:00
1562,4140,B08902014,報告主題,2023/10/3 13:00,2023/10/3 14:00
1563,16291,R10943039,工作分配,2023/12/4 12:30,2023/12/4 14:30
1564,2634,B11901152,工作分配,2023/9/6 23:30,2023/9/7 00:30
1565,5230,B08707052,完成報告書,2023/10/14 22:30,2023/10/14 23:30
1566,2182,B10702824,完成報告書,2023/11/27 14:00,2023/11/27 16:00
1567,18447,B08301109,工作分配,2023/9/27 18:30,2023/9/27 20:30
1568,18090,B11402126,工作分配,2023/12/11 18:00,2023/12/11 20:00
1569,11455,R11622034,工作分配,2023/12/11 22:00,2023/12/12 00:00
1570,6796,B08A04026,實驗結果,2023/11/1 19:00,2023/11/1 20:00
1571,19839,R10925026,實作方法,2023/11/14 23:30,2023/11/15 01:30
1572,18924,B11704003,實驗結果,2023/12/7 15:00,2023/12/7 17:00
1573,14056,R09B21212,完成報告書,2023/9/24 16:00,2023/9/24 18:00
1574,8398,B10202083,工作分配,2023/11/25 17:00,2023/11/25 19:00
1575,7043,B10309011,報告主題,2023/11/28 12:00,2023/11/28 14:00
1576,11260,B11509019,工作分配,2023/9/12 14:00,2023/9/12 16:00
1577,1170,B10101120,報告主題,2023/9/18 12:30,2023/9/18 14:30
1578,8092,B11704004,實作方法,2023/11/21 09:00,2023/11/21 10:00
1579,14293,R11258037,工作分配,2023/10/15 09:00,2023/10/15 10:00
1580,6250,B10303152,工作分配,2023/9/12 13:30,2023/9/12 15:30
1581,13068,D03941003,實作方法,2023/10/10 10:30,2023/10/10 11:30
1582,19819,B09A01037,工作分配,2023/11/14 10:30,2023/11/14 11:30
1583,18039,B10202054,工作分配,2023/11/12 11:30,2023/11/12 13:30
1584,20098,B10201046,報告主題,2023/9/12 09:30,2023/9/12 10:30
1585,17767,B10901037,報告主題,2023/11/10 09:00,2023/11/10 11:00
1586,11181,R10B43022,實作方法,2023/11/29 11:00,2023/11/29 12:00
1587,18186,R11123042,完成報告書,2023/11/13 13:30,2023/11/13 15:30
1588,19390,R11323008,實驗結果,2023/9/17 20:00,2023/9/17 21:00
1589,14535,T11304012,實驗結果,2023/9/10 20:30,2023/9/10 21:30
1590,15380,R11948004,工作分配,2023/11/1 17:30,2023/11/1 19:30
1591,12516,B11601240,工作分配,2023/9/22 23:30,2023/9/23 00:30
1592,7165,B08808312,工作分配,2023/9/17 10:30,2023/9/17 11:30
1593,915,R11520011,報告主題,2023/12/8 13:00,2023/12/8 14:00
1594,18600,R10241057,完成報告書,2023/11/20 22:00,2023/11/21 00:00
1595,15743,B09203036,完成報告書,2023/9/4 12:30,2023/9/4 13:30
1596,10874,R10148004,完成報告書,2023/9/14 13:00,2023/9/14 15:00
1597,18488,R11257052,實驗結果,2023/9/19 11:00,2023/9/19 13:00
1598,8700,B10307052,報告主題,2023/11/17 09:00,2023/11/17 11:00
1599,6341,B11204025,完成報告書,2023/9/4 21:30,2023/9/4 22:30
1600,7220,B09101004,工作分配,2023/11/8 23:30,2023/11/9 01:30
1601,15074,B09701006,實驗結果,2023/10/12 21:00,2023/10/12 23:00
1602,18563,B10302014,報告主題,2023/12/10 10:00,2023/12/10 12:00
1603,6900,B11401057,報告主題,2023/11/10 15:00,2023/11/10 17:00
1604,18319,B11205035,實作方法,2023/10/6 17:30,2023/10/6 19:30
1605,4212,B10103032,實作方法,2023/11/10 13:30,2023/11/10 14:30
1606,12597,B10B05060,實驗結果,2023/12/3 11:00,2023/12/3 13:00
1607,3063,B11707033,完成報告書,2023/11/29 12:00,2023/11/29 14:00
1608,21233,B09501073,實作方法,2023/11/6 18:00,2023/11/6 20:00
1609,5696,B11701024,實驗結果,2023/10/8 13:30,2023/10/8 14:30
1610,18912,B09301047,實作方法,2023/11/2 09:30,2023/11/2 10:30
1611,6856,B11408053,實作方法,2023/9/12 09:00,2023/9/12 10:00
1612,9737,R10148015,報告主題,2023/11/1 11:00,2023/11/1 12:00
1613,1752,R11523026,工作分配,2023/10/4 11:30,2023/10/4 12:30
1614,15270,B09401207,報告主題,2023/11/13 09:00,2023/11/13 11:00
1615,6972,R10941040,報告主題,2023/9/17 12:00,2023/9/17 13:00
1616,3094,B08A07074,工作分配,2023/10/18 15:00,2023/10/18 16:00
1617,15246,B09903150,報告主題,2023/10/8 20:00,2023/10/8 22:00
1618,20673,B09A01060,完成報告書,2023/9/6 11:00,2023/9/6 13:00
1619,12778,B11613036,完成報告書,2023/11/1 19:00,2023/11/1 21:00
1620,17813,F08927030,完成報告書,2023/11/26 20:00,2023/11/26 21:00
1621,18387,B11700047,報告主題,2023/11/13 22:30,2023/11/14 00:30
1622,4659,B11201004,報告主題,2023/10/21 12:30,2023/10/21 13:30
1623,19360,B11615004,完成報告書,2023/10/20 13:30,2023/10/20 14:30
1624,3805,B10503022,工作分配,2023/11/5 09:30,2023/11/5 10:30
1625,4427,B10202028,報告主題,2023/9/27 16:00,2023/9/27 18:00
1626,15531,R10944034,完成報告書,2023/9/28 19:30,2023/9/28 21:30
1627,3404,B11612083,報告主題,2023/9/22 23:30,2023/9/23 01:30
1628,3949,R10A21073,報告主題,2023/10/19 13:00,2023/10/19 15:00
1629,12682,B09403020,工作分配,2023/10/24 22:30,2023/10/24 23:30
1630,20041,B09504013,實驗結果,2023/10/7 09:30,2023/10/7 10:30
1631,9225,B10605033,報告主題,2023/10/30 11:30,2023/10/30 12:30
1632,17952,B11H02019,完成報告書,2023/11/8 15:00,2023/11/8 16:00
1633,16920,B11704004,工作分配,2023/9/12 22:30,2023/9/12 23:30
1634,11852,R10943032,報告主題,2023/10/4 13:30,2023/10/4 14:30
1635,16263,R11942101,報告主題,2023/9/26 20:30,2023/9/26 22:30
1636,4443,B08204004,實驗結果,2023/10/22 19:30,2023/10/22 21:30
1637,8996,R11124119,實作方法,2023/9/26 13:30,2023/9/26 15:30
1638,4524,D05941204,完成報告書,2023/9/29 10:30,2023/9/29 12:30
1639,8583,B08702006,工作分配,2023/9/22 12:00,2023/9/22 14:00
1640,21113,B09101053,工作分配,2023/10/12 11:30,2023/10/12 12:30
1641,6908,R10B42009,工作分配,2023/12/2 23:30,2023/12/3 00:30
1642,18066,R11H47039,實驗結果,2023/11/23 15:00,2023/11/23 16:00
1643,12698,B11901037,完成報告書,2023/10/26 09:30,2023/10/26 11:30
1644,19966,R10224047,報告主題,2023/11/21 14:00,2023/11/21 15:00
1645,16905,R11648003,工作分配,2023/9/22 09:30,2023/9/22 10:30
1646,8283,B10101102,工作分配,2023/10/14 10:00,2023/10/14 11:00
1647,8432,B10704012,實驗結果,2023/10/9 10:30,2023/10/9 12:30
1648,20978,R11921025,實驗結果,2023/12/4 18:00,2023/12/4 19:00
1649,14811,B10901046,報告主題,2023/10/27 09:30,2023/10/27 10:30
1650,8551,B08201150,實作方法,2023/10/5 12:00,2023/10/5 14:00
1651,6543,B07202043,工作分配,2023/10/3 09:30,2023/10/3 11:30
1652,12329,R10521004,完成報告書,2023/11/12 10:30,2023/11/12 12:30
1653,13595,B09102010,完成報告書,2023/11/30 11:30,2023/11/30 12:30
1654,220,B11701126,工作分配,2023/9/14 11:30,2023/9/14 12:30
1655,8567,B10501013,完成報告書,2023/9/13 12:30,2023/9/13 14:30
1656,14513,B09102009,實作方法,2023/11/2 12:30,2023/11/2 14:30
1657,4639,B11108312,完成報告書,2023/9/19 12:30,2023/9/19 14:30
1658,9565,R11623077,實作方法,2023/10/17 13:30,2023/10/17 14:30
1659,2435,B10207036,報告主題,2023/9/7 16:30,2023/9/7 17:30
1660,4797,B06401024,完成報告書,2023/11/2 16:00,2023/11/2 18:00
1661,21196,B10704016,實作方法,2023/9/6 10:30,2023/9/6 11:30
1662,18297,B11407A03,工作分配,2023/10/14 14:30,2023/10/14 15:30
1663,13423,B10401046,實作方法,2023/12/8 23:00,2023/12/9 00:00
1664,9505,R10921240,報告主題,2023/9/21 10:30,2023/9/21 12:30
1665,7729,B10A02011,報告主題,2023/10/25 23:00,2023/10/26 01:00
1666,14775,B11203050,工作分配,2023/10/30 13:30,2023/10/30 15:30
1667,6075,B10208015,實作方法,2023/11/17 09:30,2023/11/17 10:30
1668,15858,R10A21073,報告主題,2023/11/29 11:30,2023/11/29 13:30
1669,2708,B11402036,報告主題,2023/10/16 12:00,2023/10/16 13:00
1670,6352,B10A09019,工作分配,2023/10/4 09:00,2023/10/4 11:00
1671,10241,B09501150,實驗結果,2023/11/19 15:00,2023/11/19 17:00
1672,17952,B11H02019,報告主題,2023/12/1 12:00,2023/12/1 13:00
1673,10568,B11702019,實作方法,2023/11/18 13:00,2023/11/18 15:00
1674,14135,B10205022,實驗結果,2023/11/21 10:30,2023/11/21 11:30
1675,19169,R10632115,實作方法,2023/12/3 12:00,2023/12/3 13:00
1676,17194,B09608003,實作方法,2023/9/5 22:00,2023/9/5 23:00
1677,6484,B09901259,實驗結果,2023/10/28 18:30,2023/10/28 20:30
1678,12665,B08614004,工作分配,2023/11/28 23:30,2023/11/29 01:30
1679,4401,B10603039,實作方法,2023/10/27 09:30,2023/10/27 11:30
1680,7852,B10101204,實驗結果,2023/10/15 13:30,2023/10/15 14:30
1681,10382,B11102125,報告主題,2023/11/16 10:30,2023/11/16 11:30
