user_ID,course_ID,sememter,grade,display_on_introduction
B09401016,20423,112-1,,False
B09401016,44083,112-1,,False
B09401016,61971,112-1,,True
B09401016,37893,112-1,,False
B09401016,47180,112-1,,False
B09401016,60240,112-1,,True
R11223116,27502,112-1,,False
R11223116,63951,112-1,,True
B09602091,73601,112-1,,True
B09602091,27502,112-1,,False
B09602091,57133,112-1,,True
B09602091,27502,112-1,,False
B09602091,43529,112-1,,True
B09602091,51872,112-1,,True
B09602091,57805,112-1,,True
B11707013,40396,112-1,,False
B11707013,26866,112-1,,False
B11707013,58601,112-1,,False
B11707013,65154,112-1,,True
B10105022,25092,112-1,,False
B10105022,39546,112-1,,False
B10105022,86256,112-1,,True
B10105022,55478,112-1,,True
B10105022,40396,112-1,,True
B10105022,71287,112-1,,False
B10105022,49365,112-1,,True
B08A01016,37032,112-1,,True
B08A01016,39009,112-1,,True
B08A01016,75700,112-1,,False
B08A01016,78185,112-1,,True
B08A01016,63598,112-1,,True
B08A01016,78164,112-1,,True
B11901001,57575,112-1,,True
B11901001,3037,112-1,,True
B11901001,38409,112-1,,False
B11901001,33328,112-1,,False
B11901001,3036,112-1,,True
B11901001,67901,112-1,,False
B10801346,33328,112-1,,False
B10801346,3047,112-1,,True
B10801346,43808,112-1,,True
B10801346,32170,112-1,,False
B10801346,52498,112-1,,False
B10801346,71044,112-1,,False
B10401140,48445,112-1,,False
B10401140,95058,112-1,,False
B10401140,33802,112-1,,True
B10401140,52498,112-1,,True
B10401140,13452,112-1,,False
B11501259,96011,112-1,,True
B11501259,21654,112-1,,False
B10902024,72697,112-1,,True
B10902024,74348,112-1,,False
B09904035,35387,112-1,,False
B09904035,69518,112-1,,False
B09904035,65430,112-1,,True
B09904035,84204,112-1,,True
B09904035,33802,112-1,,False
R11940047,78471,112-1,,True
R11940047,67992,112-1,,False
R11940047,61986,112-1,,False
B10A06023,52547,112-1,,True
B10A06023,3045,112-1,,False
R10928053,27502,112-1,,True
R10928053,17375,112-1,,True
R10928053,53226,112-1,,True
R10928053,55249,112-1,,True
R10928053,66071,112-1,,True
R10928053,23253,112-1,,False
R10928053,49025,112-1,,False
B10701066,19830,112-1,,True
B10701066,70290,112-1,,True
B10701066,38532,112-1,,True
B09607A03,30329,112-1,,False
B09607A03,3017,112-1,,False
B09607A03,73601,112-1,,False
B09607A03,81117,112-1,,True
B11309019,52498,112-1,,False
B11309019,89479,112-1,,True
R10627020,66567,112-1,,True
R10627020,86256,112-1,,False
B08A04013,43849,112-1,,False
B08A04013,37489,112-1,,False
B08A04013,98004,112-1,,True
R10222054,22886,112-1,,True
R10222054,62198,112-1,,False
R10222054,3038,112-1,,True
B10908037,86842,112-1,,True
B10908037,27494,112-1,,False
B10908037,11996,112-1,,False
B10908037,18953,112-1,,True
B10908037,20034,112-1,,False
B10503065,75634,112-1,,False
B10503065,89881,112-1,,True
B10503065,78549,112-1,,True
B10503065,87955,112-1,,True
B10503065,33328,112-1,,False
B10503065,3032,112-1,,False
B10708015,23837,112-1,,False
B10708015,76947,112-1,,False
B10708015,44884,112-1,,True
B10708015,29211,112-1,,False
B10708015,39928,112-1,,False
B10708015,70112,112-1,,False
B11301010,65468,112-1,,False
B11301010,61710,112-1,,False
B11301010,57997,112-1,,False
B11301010,41565,112-1,,True
B11301010,3037,112-1,,False
B11301010,85463,112-1,,True
B07203082,59851,112-1,,True
B07203082,31118,112-1,,False
B07203082,48515,112-1,,True
B07203082,44314,112-1,,True
B07203082,38687,112-1,,False
B07203082,43632,112-1,,False
B07203082,15585,112-1,,True
B10501045,28273,112-1,,True
B10501045,27099,112-1,,False
B10701026,3030,112-1,,False
B10701026,86256,112-1,,True
B11102027,67146,112-1,,False
B11102027,12172,112-1,,True
B11102027,3015,112-1,,True
B11102027,79718,112-1,,False
B11102027,32572,112-1,,True
B11102027,52498,112-1,,False
B11102027,75369,112-1,,False
B06401024,26898,112-1,,True
B06401024,52547,112-1,,False
B06401024,30526,112-1,,True
B06401024,86498,112-1,,True
B06401024,87831,112-1,,True
B06401024,36320,112-1,,True
B11403026,69648,112-1,,False
B11403026,65011,112-1,,True
B11403026,65752,112-1,,True
B11403026,83763,112-1,,False
R11251004,55478,112-1,,True
R11251004,35135,112-1,,False
R11251004,27925,112-1,,True
B09701216,25909,112-1,,False
B09701216,3043,112-1,,False
B09701216,26807,112-1,,False
B09701216,3036,112-1,,True
B09701216,66212,112-1,,True
B11504025,69987,112-1,,True
B11504025,28094,112-1,,True
B11504025,73487,112-1,,False
B11504025,67688,112-1,,True
B11504025,20033,112-1,,True
B11504025,17565,112-1,,False
B10502029,33502,112-1,,False
B10502029,88241,112-1,,False
B10201102,52498,112-1,,True
B10201102,45357,112-1,,True
B10201102,69183,112-1,,True
B10201102,83559,112-1,,False
B10201102,28094,112-1,,False
B10600047,78164,112-1,,False
B10600047,12149,112-1,,True
B10600047,87380,112-1,,True
B10600047,28817,112-1,,False
R11923039,80751,112-1,,False
R11923039,40345,112-1,,True
R11923039,59711,112-1,,True
R11923039,32987,112-1,,False
R11923039,81625,112-1,,True
R11923039,78185,112-1,,True
B11202037,64249,112-1,,False
B11202037,22962,112-1,,False
B11202037,14199,112-1,,True
B11202037,44012,112-1,,False
B11202037,55126,112-1,,True
B09101079,39976,112-1,,False
B09101079,96028,112-1,,True
B09101079,29223,112-1,,True
B09101079,34789,112-1,,True
B09101079,40396,112-1,,True
B09101079,23733,112-1,,False
B08902043,72583,112-1,,True
B08902043,86842,112-1,,False
B08902043,26753,112-1,,False
B08902043,30667,112-1,,True
B08902043,50909,112-1,,False
B08902043,83243,112-1,,True
B08902043,57805,112-1,,False
B12112170,75369,112-1,,True
B12112170,17508,112-1,,False
B12112170,70081,112-1,,False
B12112170,40900,112-1,,True
B12112170,37660,112-1,,True
B12112170,35126,112-1,,False
R11254004,86256,112-1,,False
R11254004,53135,112-1,,False
R11254004,3040,112-1,,False
R11254004,86256,112-1,,True
R11254004,63598,112-1,,False
R11621056,62057,112-1,,False
R11621056,16701,112-1,,False
R11621056,52745,112-1,,False
B11614047,71573,112-1,,False
B11614047,72697,112-1,,True
B11614047,67988,112-1,,True
B10301044,88947,112-1,,False
B10301044,30084,112-1,,True
B10301044,28094,112-1,,False
B10301044,38778,112-1,,False
B10801019,3041,112-1,,False
B10801019,55478,112-1,,True
B10617028,3040,112-1,,False
B10617028,39858,112-1,,False
B10617028,72697,112-1,,True
B10617028,25092,112-1,,True
B10617028,75265,112-1,,False
B10617028,32575,112-1,,True
R11944034,44911,112-1,,True
R11944034,24818,112-1,,True
R11944034,24352,112-1,,True
R11944034,24258,112-1,,True
R11944034,74771,112-1,,False
R11944034,19972,112-1,,True
B08A02045,75265,112-1,,True
B08A02045,75941,112-1,,False
B08A02045,15812,112-1,,True
B08A02045,19794,112-1,,True
B09102101,16104,112-1,,True
B09102101,30014,112-1,,True
B09102101,96998,112-1,,False
B09102101,43617,112-1,,False
B09102101,28426,112-1,,True
B09102101,12528,112-1,,False
B09102101,49089,112-1,,False
B10705016,20034,112-1,,True
B10705016,55543,112-1,,True
B10705016,28094,112-1,,False
B10705016,82899,112-1,,True
B10705016,61939,112-1,,False
B10705016,29681,112-1,,False
B09501026,35949,112-1,,True
B09501026,31974,112-1,,True
B09501026,1047,112-1,,True
B09501026,3032,112-1,,True
B09501026,72892,112-1,,True
B09501026,80204,112-1,,False
B11901024,73363,112-1,,True
B11901024,18650,112-1,,True
B11408015,2005,112-1,,True
B11408015,88634,112-1,,True
B11408015,70120,112-1,,True
B11408015,70318,112-1,,True
B11H02025,72697,112-1,,True
B11H02025,24256,112-1,,False
B11H02025,80947,112-1,,True
B11H02025,53399,112-1,,True
B11H02025,87889,112-1,,True
B11H02025,77340,112-1,,False
B11602019,24226,112-1,,False
B11602019,98060,112-1,,True
B11602019,43535,112-1,,True
B11602019,88634,112-1,,False
B11602019,76761,112-1,,True
B11602019,32046,112-1,,True
B11602019,40952,112-1,,True
B11201047,52895,112-1,,True
B11201047,25092,112-1,,False
B11201047,3041,112-1,,True
B11201047,66728,112-1,,False
B11201047,53650,112-1,,False
B11201047,27187,112-1,,False
B11B02043,80751,112-1,,False
B11B02043,40396,112-1,,True
B11B02043,86532,112-1,,True
B11B02043,67280,112-1,,True
B11B02043,25092,112-1,,True
B11B02043,14695,112-1,,True
B11B02043,3030,112-1,,False
B10205014,84944,112-1,,False
B10205014,43617,112-1,,True
B10205014,78998,112-1,,False
B10205014,25092,112-1,,False
B10205014,61419,112-1,,False
B10706033,75265,112-1,,True
B10706033,51682,112-1,,True
B10706033,52498,112-1,,False
B10706033,59686,112-1,,True
B10706033,62153,112-1,,True
B11601204,72697,112-1,,True
B11601204,38345,112-1,,False
B11601204,11330,112-1,,True
B11601204,78998,112-1,,False
B11601204,86256,112-1,,True
B09404025,78148,112-1,,True
B09404025,34256,112-1,,True
B09404025,54342,112-1,,False
B09404025,37502,112-1,,True
B09404025,70081,112-1,,False
B10104049,28486,112-1,,True
B10104049,59615,112-1,,False
B07401015,57805,112-1,,True
B07401015,39299,112-1,,False
B07401015,44012,112-1,,False
B07401015,3039,112-1,,True
B07401015,51218,112-1,,False
B07401015,69842,112-1,,False
B07401015,76966,112-1,,True
B11901102,87380,112-1,,False
B11901102,3011,112-1,,False
B11901102,69624,112-1,,False
B09907057,49462,112-1,,False
B09907057,17380,112-1,,False
B09907057,3046,112-1,,True
R10524009,32046,112-1,,True
R10524009,58791,112-1,,False
R10524009,39564,112-1,,True
R10524009,75265,112-1,,False
R10524009,77731,112-1,,True
R10524009,33802,112-1,,False
R10524009,88813,112-1,,False
R10B42101,61571,112-1,,True
R10B42101,3007,112-1,,False
R10B42101,3038,112-1,,True
R10B42101,67688,112-1,,False
R10B42101,41580,112-1,,False
R10B42101,23629,112-1,,False
R10B42101,56068,112-1,,True
B11401001,89881,112-1,,True
B11401001,27502,112-1,,False
B09701240,50032,112-1,,False
B09701240,78297,112-1,,True
B09701240,12356,112-1,,True
B11402083,75153,112-1,,False
B11402083,62179,112-1,,False
B11401120,53399,112-1,,True
B11401120,59615,112-1,,True
B11401120,47546,112-1,,False
B11401120,55478,112-1,,False
B11401120,2004,112-1,,True
B10203035,76407,112-1,,False
B10203035,30283,112-1,,False
R10722009,53399,112-1,,False
R10722009,40396,112-1,,False
B10607074,57977,112-1,,True
B10607074,12418,112-1,,True
B09907055,14353,112-1,,False
B09907055,67688,112-1,,False
R10721120,27256,112-1,,True
R10721120,67688,112-1,,False
R10721120,54166,112-1,,False
R10721120,54007,112-1,,True
B10A02142,47241,112-1,,False
B10A02142,25092,112-1,,True
B10A02142,44842,112-1,,False
B10A02142,49153,112-1,,False
B09602717,27852,112-1,,False
B09602717,47180,112-1,,True
B09602717,36061,112-1,,True
R10521150,18626,112-1,,False
R10521150,64494,112-1,,False
R10521150,11917,112-1,,False
R10521150,32199,112-1,,False
R10521150,13689,112-1,,False
B08201207,95041,112-1,,True
B08201207,74433,112-1,,False
B08201207,45275,112-1,,False
B08201207,52965,112-1,,True
B08201207,57805,112-1,,False
B08201207,85672,112-1,,True
B11101101,40345,112-1,,True
B11101101,52701,112-1,,False
B11101101,30545,112-1,,True
B11101101,26672,112-1,,True
B11101101,3050,112-1,,False
B11101101,17632,112-1,,False
B11101101,55478,112-1,,True
B11903049,18762,112-1,,True
B11903049,46929,112-1,,True
B11903049,3041,112-1,,False
B11903049,77731,112-1,,True
B11903049,58564,112-1,,False
R11224017,47034,112-1,,True
R11224017,15400,112-1,,False
R11224017,16701,112-1,,False
B09902055,75566,112-1,,False
B09902055,10392,112-1,,False
B09402106,46192,112-1,,True
B09402106,66170,112-1,,False
B09402106,22697,112-1,,False
R11125055,63295,112-1,,True
R11125055,58434,112-1,,False
B09300047,33532,112-1,,False
B09300047,52836,112-1,,False
B09300047,59760,112-1,,True
B09101053,56043,112-1,,False
B09101053,13010,112-1,,False
B09101053,98006,112-1,,True
B09101053,53399,112-1,,True
B09101053,67988,112-1,,False
B09101053,59615,112-1,,True
B10701024,28521,112-1,,False
B10701024,55478,112-1,,True
B10701024,34249,112-1,,True
B10701024,3055,112-1,,False
B10701024,23020,112-1,,False
B10701024,74487,112-1,,True
B09402001,66254,112-1,,True
B09402001,59760,112-1,,False
B09402001,77976,112-1,,False
B09402001,37471,112-1,,True
R11125033,52498,112-1,,False
R11125033,88197,112-1,,True
R11125033,21235,112-1,,False
B11402039,38528,112-1,,True
B11402039,30014,112-1,,False
B11402039,12418,112-1,,True
B11401001,58601,112-1,,False
B11401001,43729,112-1,,False
B11401001,58601,112-1,,False
B11401001,21326,112-1,,True
B11401001,73597,112-1,,True
B11401001,72697,112-1,,True
R08121029,83136,112-1,,True
R08121029,80169,112-1,,False
R08121029,43336,112-1,,True
R08121029,58849,112-1,,False
R08121029,25638,112-1,,False
B11402010,33823,112-1,,False
B11402010,25092,112-1,,False
B11402010,35826,112-1,,True
B10601165,10878,112-1,,False
B10601165,24135,112-1,,False
B10601165,29302,112-1,,True
B10601165,15236,112-1,,False
B10601165,59711,112-1,,False
B10601165,64032,112-1,,True
B11707023,41036,112-1,,False
B11707023,63598,112-1,,True
B11707023,33328,112-1,,True
B11707023,79015,112-1,,True
B11317027,33301,112-1,,True
B11317027,26830,112-1,,False
B11317027,3023,112-1,,False
B11317027,86256,112-1,,True
B11101019,3006,112-1,,True
B11101019,64789,112-1,,True
B11101019,36008,112-1,,False
B11101019,2004,112-1,,False
B11611001,52399,112-1,,True
B11611001,40485,112-1,,True
B11611001,61467,112-1,,False
B11611001,27505,112-1,,True
B10701259,17375,112-1,,True
B10701259,10165,112-1,,False
B10701259,13664,112-1,,False
B10701259,58987,112-1,,True
B11903036,17997,112-1,,False
B11903036,33328,112-1,,False
R11942070,28790,112-1,,True
R11942070,33858,112-1,,False
R11942070,52693,112-1,,False
R11942070,37782,112-1,,False
R11942070,13101,112-1,,False
R11942070,40396,112-1,,False
R11621204,22170,112-1,,True
R11621204,57950,112-1,,False
R11621204,32355,112-1,,True
R11621204,54181,112-1,,False
R11621204,63044,112-1,,False
R11621204,3015,112-1,,False
R11621204,66968,112-1,,True
B11304038,52498,112-1,,True
B11304038,70364,112-1,,True
B11304038,69554,112-1,,True
B10A04034,77295,112-1,,True
B10A04034,52498,112-1,,False
B11614038,38381,112-1,,True
B11614038,84241,112-1,,True
B11614038,44265,112-1,,False
B11614038,57125,112-1,,True
B11614038,34460,112-1,,True
B09501041,26816,112-1,,True
B09501041,20819,112-1,,True
B09501041,21424,112-1,,True
B10505015,98045,112-1,,True
B10505015,51937,112-1,,True
B10505015,16817,112-1,,True
B10505015,43048,112-1,,True
B10505015,67690,112-1,,True
B10505015,83830,112-1,,True
B10505015,96086,112-1,,False
B10300011,17866,112-1,,True
B10300011,50564,112-1,,True
B11201259,84204,112-1,,True
B11201259,29516,112-1,,False
D10621012,67378,112-1,,False
D10621012,12149,112-1,,False
D10621012,60939,112-1,,True
D10621012,24414,112-1,,True
D10621012,46560,112-1,,False
B09502043,3038,112-1,,True
B09502043,65569,112-1,,False
B09502043,75369,112-1,,True
B09502043,39415,112-1,,True
B09502043,58608,112-1,,True
B09502043,68772,112-1,,True
B08300039,77677,112-1,,False
B08300039,25728,112-1,,False
B08300039,52399,112-1,,False
B08300039,78931,112-1,,True
B08300039,43599,112-1,,True
B10401204,51554,112-1,,True
B10401204,75634,112-1,,True
B10401204,75247,112-1,,True
B09608024,1023,112-1,,False
B09608024,39197,112-1,,False
B09608024,80273,112-1,,False
B09401330,67815,112-1,,True
B09401330,37155,112-1,,True
B10501346,33328,112-1,,False
B10501346,43649,112-1,,True
B09103036,95095,112-1,,True
B09103036,25092,112-1,,True
B11703150,3041,112-1,,True
B11703150,79877,112-1,,True
B11703150,84204,112-1,,False
B11703150,55016,112-1,,False
B11703150,63951,112-1,,False
R10544038,86467,112-1,,False
R10544038,59760,112-1,,True
R10544038,36187,112-1,,False
R10544038,53399,112-1,,True
B11704013,22362,112-1,,True
B11704013,10571,112-1,,False
B11704013,48065,112-1,,False
B11704013,14959,112-1,,True
B11704013,75105,112-1,,True
B11702006,80916,112-1,,False
B11702006,3040,112-1,,False
B10102089,52064,112-1,,False
B10102089,84475,112-1,,True
B10102089,87276,112-1,,False
B10102089,55220,112-1,,True
B10102089,54047,112-1,,True
B10102089,80353,112-1,,True
B10102089,80687,112-1,,True
B11201022,58331,112-1,,False
B11201022,78998,112-1,,False
B11201022,75265,112-1,,True
B11B06044,32627,112-1,,True
B11B06044,3054,112-1,,False
B11B06044,40345,112-1,,True
R11921070,57133,112-1,,False
R11921070,36750,112-1,,False
R11921070,63044,112-1,,True
R11921070,27435,112-1,,False
R10921018,76087,112-1,,True
R10921018,74222,112-1,,True
R10921018,76821,112-1,,True
R10921018,50754,112-1,,True
R10921018,59522,112-1,,False
R10921018,88455,112-1,,False
R11A21070,83626,112-1,,True
R11A21070,46128,112-1,,False
B09907030,72738,112-1,,True
B09907030,67830,112-1,,False
B09907030,75265,112-1,,True
B10204093,13866,112-1,,False
B10204093,27006,112-1,,True
B10204093,82439,112-1,,True
B10204093,74928,112-1,,True
B10204093,52498,112-1,,True
B11H03039,16771,112-1,,True
B11H03039,11435,112-1,,True
B11502025,36187,112-1,,False
B11502025,60444,112-1,,True
B11502025,30715,112-1,,False
B11502025,57805,112-1,,True
B11705020,55998,112-1,,True
B11705020,75256,112-1,,True
R10241052,71495,112-1,,False
R10241052,89115,112-1,,True
R10241052,21353,112-1,,True
R10241052,56615,112-1,,False
R10241052,78572,112-1,,False
B07203036,3053,112-1,,False
B07203036,49848,112-1,,False
B07203036,35127,112-1,,True
B07203036,65069,112-1,,True
B07203036,43083,112-1,,True
B07203036,79574,112-1,,True
B07203036,46272,112-1,,True
R10943152,63598,112-1,,False
R10943152,78733,112-1,,True
B09503035,52498,112-1,,False
B09503035,3011,112-1,,False
B09503035,13866,112-1,,False
B09503035,67783,112-1,,False
B09503035,64789,112-1,,True
B11608015,68105,112-1,,True
B11608015,52498,112-1,,False
B11608015,38409,112-1,,False
B11608015,75265,112-1,,False
B11608015,26969,112-1,,True
B10902159,36991,112-1,,True
B10902159,88803,112-1,,True
B10305020,33615,112-1,,False
B10305020,60507,112-1,,False
B10305020,84680,112-1,,False
B10305020,75941,112-1,,False
B10301066,25092,112-1,,False
B10301066,38449,112-1,,True
R11946044,71033,112-1,,False
R11946044,28094,112-1,,True
R11946044,63598,112-1,,False
B08201240,74246,112-1,,True
B08201240,25092,112-1,,False
B08201240,67852,112-1,,True
B08201240,2004,112-1,,True
B08201240,27022,112-1,,True
B08201240,26886,112-1,,False
B08201240,3032,112-1,,True
B10103008,96051,112-1,,False
B10103008,22581,112-1,,True
B10103008,67688,112-1,,False
B10103008,77677,112-1,,True
B10103008,72892,112-1,,True
B10403026,12356,112-1,,False
B10403026,22893,112-1,,True
B10403026,27619,112-1,,False
B10403026,66258,112-1,,False
B10403026,58601,112-1,,False
B10403026,65395,112-1,,False
B10403026,70864,112-1,,False
B11302605,79311,112-1,,False
B11302605,25092,112-1,,True
B10101072,34460,112-1,,True
B10101072,13243,112-1,,True
B10101072,70941,112-1,,False
B10101072,32184,112-1,,False
B10101072,33992,112-1,,True
R10942009,44919,112-1,,True
R10942009,65931,112-1,,False
R10942009,44231,112-1,,False
R10942009,58964,112-1,,True
B10302261,26285,112-1,,False
B10302261,69928,112-1,,False
B10302261,10650,112-1,,False
B10302261,31296,112-1,,True
B10302261,60187,112-1,,True
B08A01015,29466,112-1,,True
B08A01015,55016,112-1,,False
B08A01015,75265,112-1,,True
B08A01015,57411,112-1,,True
B08A01015,55458,112-1,,True
B08A01015,76446,112-1,,True
R11121037,11068,112-1,,True
R11121037,27251,112-1,,True
R11121037,72583,112-1,,True
B11707023,3017,112-1,,True
B11707023,86131,112-1,,True
B11707023,40345,112-1,,False
B10603048,29211,112-1,,False
B10603048,33328,112-1,,True
B10204025,62800,112-1,,False
B10204025,47956,112-1,,False
B09614070,12719,112-1,,False
B09614070,78880,112-1,,False
R11H47039,80418,112-1,,False
R11H47039,36433,112-1,,False
R11H47039,78400,112-1,,True
B09401001,61467,112-1,,True
B09401001,89479,112-1,,True
B09501056,53229,112-1,,True
B09501056,16748,112-1,,False
B09501056,53317,112-1,,True
B09501056,88634,112-1,,True
B09501056,58964,112-1,,True
B11401097,82299,112-1,,False
B11401097,3044,112-1,,True
B11401097,24046,112-1,,False
B11401097,84204,112-1,,True
B11401097,12521,112-1,,False
B11401097,30285,112-1,,True
B07102084,86256,112-1,,True
B07102084,78802,112-1,,True
B07102084,13451,112-1,,False
B09402022,26971,112-1,,False
B09402022,86256,112-1,,False
B09402022,15828,112-1,,False
B09402022,1001,112-1,,False
B09402022,75298,112-1,,True
B09402022,3047,112-1,,True
B10A02102,65183,112-1,,False
B10A02102,12062,112-1,,True
B10A02102,53399,112-1,,True
B10A02102,38383,112-1,,False
B11700039,77597,112-1,,False
B11700039,3040,112-1,,False
B11700039,82019,112-1,,False
B09701060,12356,112-1,,False
B09701060,59243,112-1,,False
B09701060,83254,112-1,,False
B09701060,83626,112-1,,False
B09701060,59760,112-1,,True
B09902115,82844,112-1,,True
B09902115,84575,112-1,,True
B09902115,25638,112-1,,False
B09902115,22297,112-1,,True
B10301066,2007,112-1,,True
B10301066,58601,112-1,,True
B10301066,72697,112-1,,False
B10301066,33328,112-1,,False
B10301066,16913,112-1,,True
B10900015,40396,112-1,,True
B10900015,88114,112-1,,False
B10900015,20279,112-1,,False
B08101070,35651,112-1,,False
B08101070,57203,112-1,,True
B08101070,29762,112-1,,True
B08101070,40103,112-1,,True
B11612013,3010,112-1,,True
B11612013,60636,112-1,,False
B11612013,52498,112-1,,False
B11612013,88803,112-1,,True
R10B42091,96107,112-1,,False
R10B42091,68641,112-1,,True
R10B42091,15167,112-1,,True
R10521056,44884,112-1,,True
R10521056,22170,112-1,,False
R10521056,65657,112-1,,True
B09301204,17380,112-1,,False
B09301204,3027,112-1,,False
B09301204,51532,112-1,,False
B09301204,77976,112-1,,False
B09301204,33013,112-1,,True
R09621017,3056,112-1,,True
R09621017,60426,112-1,,False
R09621017,76132,112-1,,False
R09621017,34602,112-1,,False
R09621017,55478,112-1,,True
R09621017,47279,112-1,,True
R09621017,39874,112-1,,True
B09801006,3017,112-1,,False
B09801006,88154,112-1,,True
B09801006,83899,112-1,,False
B09801006,32046,112-1,,False
B09801006,30014,112-1,,False
B09902261,70416,112-1,,False
B09902261,33328,112-1,,False
B09902261,52498,112-1,,True
B09902261,17380,112-1,,True
B09902261,34200,112-1,,True
B09902261,30084,112-1,,True
B09902261,11917,112-1,,True
B11102217,17090,112-1,,False
B11102217,84204,112-1,,True
B11102217,89881,112-1,,True
B11102217,23732,112-1,,True
B11102217,86256,112-1,,False
B11102217,35434,112-1,,True
F07441365,29466,112-1,,True
F07441365,81140,112-1,,True
F07441365,44919,112-1,,False
B10401026,60444,112-1,,True
B10401026,38205,112-1,,False
B10401026,2001,112-1,,True
B10401026,78802,112-1,,False
R11443057,59522,112-1,,False
R11443057,47400,112-1,,True
R11443057,56615,112-1,,False
R11443057,60507,112-1,,True
B10611098,22464,112-1,,True
B10611098,45973,112-1,,False
B10611098,16178,112-1,,True
B10611098,75265,112-1,,True
B11301217,13954,112-1,,False
B11301217,79438,112-1,,False
B09601043,52567,112-1,,False
B09601043,40345,112-1,,False
B09601043,38255,112-1,,True
B09601043,30676,112-1,,True
B09601043,65183,112-1,,False
B09601043,17508,112-1,,False
B09601043,57364,112-1,,True
B06401207,16306,112-1,,True
B06401207,72697,112-1,,True
B11101091,38383,112-1,,True
B11101091,55282,112-1,,False
B11101091,30667,112-1,,False
B11101091,50471,112-1,,True
B11101091,44012,112-1,,False
B10403044,26049,112-1,,True
B10403044,27717,112-1,,True
B10403044,20337,112-1,,False
B10403044,40674,112-1,,False
B10403044,28094,112-1,,False
B10403044,43140,112-1,,False
B08A05026,66365,112-1,,False
B08A05026,3031,112-1,,False
B08A05026,80515,112-1,,False
B08A05026,52498,112-1,,False
B08A05026,60444,112-1,,False
B11502109,51343,112-1,,False
B11502109,25800,112-1,,False
B11502109,85759,112-1,,False
B10306015,34460,112-1,,True
B10306015,11487,112-1,,True
B10306015,57114,112-1,,False
B10306015,84963,112-1,,False
B10306015,69485,112-1,,False
R09621075,80947,112-1,,True
R09621075,53401,112-1,,True
R09621075,23732,112-1,,True
R09621075,38245,112-1,,True
R09621075,31596,112-1,,False
R09621075,63918,112-1,,True
R09621075,46560,112-1,,False
B11611001,52701,112-1,,True
B11611001,78569,112-1,,True
B11611001,25092,112-1,,False
B11611001,21041,112-1,,True
B11611001,88214,112-1,,True
B11611001,88388,112-1,,True
B11611001,65425,112-1,,False
R10224119,58129,112-1,,True
R10224119,57805,112-1,,False
R10224119,95051,112-1,,True
R11520012,43632,112-1,,False
R11520012,96068,112-1,,True
R11520012,65197,112-1,,True
R11520012,67934,112-1,,False
R11520012,84599,112-1,,True
R11520012,52399,112-1,,True
R11520012,3032,112-1,,False
R10A21097,53399,112-1,,True
R10A21097,29039,112-1,,False
B11104011,75265,112-1,,False
B11104011,3044,112-1,,True
B11104011,29248,112-1,,True
B11104011,29435,112-1,,False
B11104011,55906,112-1,,True
R11251152,81637,112-1,,False
R11251152,52399,112-1,,True
R11251152,41790,112-1,,True
R11251152,25092,112-1,,True
R11251152,39631,112-1,,False
R11251152,87078,112-1,,False
B11406015,98016,112-1,,True
B11406015,16219,112-1,,True
B11406015,72583,112-1,,False
B11406015,76663,112-1,,True
B11406015,26816,112-1,,False
B11406015,25965,112-1,,True
B11101043,3049,112-1,,True
B11101043,62788,112-1,,True
B11101043,52498,112-1,,False
R11947044,88442,112-1,,False
R11947044,25092,112-1,,False
R10521043,74187,112-1,,False
R10521043,33303,112-1,,False
R10521043,63280,112-1,,True
B11904204,40436,112-1,,True
B11904204,85172,112-1,,True
B11904204,61546,112-1,,False
B11904204,57260,112-1,,True
B11904204,3041,112-1,,False
B11904204,72583,112-1,,True
B11904204,3032,112-1,,False
B09601048,22464,112-1,,True
B09601048,84204,112-1,,False
B09601048,96115,112-1,,False
B09601048,56764,112-1,,False
B09601048,12224,112-1,,True
B09601048,54923,112-1,,True
B10601024,58892,112-1,,True
B10601024,3013,112-1,,True
B10601024,67688,112-1,,True
B10601024,28096,112-1,,False
B10601024,13861,112-1,,False
R11922001,25092,112-1,,True
R11922001,3039,112-1,,False
R11922001,86727,112-1,,True
R11922001,96049,112-1,,True
R10541346,55478,112-1,,True
R10541346,67688,112-1,,True
R10541346,30651,112-1,,False
R10541346,67378,112-1,,False
R10541346,69035,112-1,,False
R10541346,84815,112-1,,True
R10541346,15231,112-1,,False
R10921240,66037,112-1,,True
R10921240,46562,112-1,,True
R10921240,55478,112-1,,False
R10921240,58601,112-1,,False
R11624011,27502,112-1,,True
R11624011,55366,112-1,,True
R11624011,56413,112-1,,False
R11624011,11732,112-1,,False
R11624011,57305,112-1,,True
R11624011,43919,112-1,,True
R11122102,18548,112-1,,True
R11122102,2005,112-1,,False
R11122102,96041,112-1,,True
B09204015,75265,112-1,,False
B09204015,35923,112-1,,False
B09204015,3031,112-1,,False
B09204015,17632,112-1,,False
B09204015,84673,112-1,,True
B09204015,68345,112-1,,True
B09204015,45651,112-1,,True
R11522142,29565,112-1,,False
R11522142,23231,112-1,,True
R11522142,80152,112-1,,True
R11522142,58601,112-1,,True
R11522142,61564,112-1,,True
R11522142,50592,112-1,,False
R11522142,63598,112-1,,False
B11402101,25092,112-1,,False
B11402101,79831,112-1,,False
B11402101,28909,112-1,,True
B11402101,52399,112-1,,True
R11252087,82955,112-1,,False
R11252087,28562,112-1,,True
B09607044,63547,112-1,,False
B09607044,3046,112-1,,False
B09607044,44919,112-1,,False
