user ID,IG account,FB account
B11603045,B11603045_,B11603045_
B09603057,B09603057_,B09603057_
B08A03077,B08A03077_,B08A03077_
D10624016,D10624016_,D10624016_
B09A02024,B09A02024_,B09A02024_
B11105004,B11105004_,B11105004_
B10405015,B10405015_,B10405015_
B10701015,B10701015_,B10701015_
B10A05036,B10A05036_,B10A05036_
D09B43035,D09B43035_,D09B43035_
R11623009,R11623009_,R11623009_
B10307021,B10307021_,B10307021_
B10301082,B10301082_,B10301082_
R11324011,R11324011_,R11324011_
R10220012,R10220012_,R10220012_
B08A02006,B08A02006_,B08A02006_
B11502027,B11502027_,B11502027_
B08901022,B08901022_,B08901022_
B09401231,B09401231_,B09401231_
B10501070,B10501070_,B10501070_
B10301029,B10301029_,B10301029_
R11942109,R11942109_,R11942109_
B11B06033,B11B06033_,B11B06033_
B10902151,B10902151_,B10902151_
B09A01043,B09A01043_,B09A01043_
B10301217,B10301217_,B10301217_
R10443049,R10443049_,R10443049_
B09903076,B09903076_,B09903076_
R10226020,R10226020_,R10226020_
B09104017,B09104017_,B09104017_
R10721066,R10721066_,R10721066_
B11501808,B11501808_,B11501808_
B10303142,B10303142_,B10303142_
B10103049,B10103049_,B10103049_
R11445004,R11445004_,R11445004_
B11101042,B11101042_,B11101042_
B10202010,B10202010_,B10202010_
R10624016,R10624016_,R10624016_
B09905014,B09905014_,B09905014_
B10701153,B10701153_,B10701153_
R11942034,R11942034_,R11942034_
B10301048,B10301048_,B10301048_
B11907210,B11907210_,B11907210_
B11H01001,B11H01001_,B11H01001_
R11943026,R11943026_,R11943026_
B11602009,B11602009_,B11602009_
B07102151,B07102151_,B07102151_
B09500047,B09500047_,B09500047_
R11251022,R11251022_,R11251022_
B09402033,B09402033_,B09402033_
B11604003,B11604003_,B11604003_
B10701120,B10701120_,B10701120_
B10403142,B10403142_,B10403142_
B11902022,B11902022_,B11902022_
B09502025,B09502025_,B09502025_
B10503065,B10503065_,B10503065_
B10601A01,B10601A01_,B10601A01_
B09701042,B09701042_,B09701042_
R10A27027,R10A27027_,R10A27027_
R10141216,R10141216_,R10141216_
B11902009,B11902009_,B11902009_
B10501014,B10501014_,B10501014_
B10202151,B10202151_,B10202151_
B08201204,B08201204_,B08201204_
B10902031,B10902031_,B10902031_
B11702002,B11702002_,B11702002_
B11H02125,B11H02125_,B11H02125_
R11228024,R11228024_,R11228024_
B09503044,B09503044_,B09503044_
F07441072,F07441072_,F07441072_
B10304093,B10304093_,B10304093_
R09B21015,R09B21015_,R09B21015_
B11401239,B11401239_,B11401239_
B10104015,B10104015_,B10104015_
B11303137,B11303137_,B11303137_
B08703003,B08703003_,B08703003_
R07222010,R07222010_,R07222010_
B08101010,B08101010_,B08101010_
B10303035,B10303035_,B10303035_
B11H02056,B11H02056_,B11H02056_
B11903023,B11903023_,B11903023_
R10945039,R10945039_,R10945039_
R08124070,R08124070_,R08124070_
R10528025,R10528025_,R10528025_
B11611010,B11611010_,B11611010_
B11505004,B11505004_,B11505004_
B10A01043,B10A01043_,B10A01043_
B11401365,B11401365_,B11401365_
B11202001,B11202001_,B11202001_
B11612129,B11612129_,B11612129_
B11707028,B11707028_,B11707028_
R10922056,R10922056_,R10922056_
B11609080,B11609080_,B11609080_
B08200039,B08200039_,B08200039_
B10901082,B10901082_,B10901082_
B09204081,B09204081_,B09204081_
B09603023,B09603023_,B09603023_
B10506015,B10506015_,B10506015_
R11642109,R11642109_,R11642109_
B11H01037,B11H01037_,B11H01037_
R10928312,R10928312_,R10928312_
B08800012,B08800012_,B08800012_
R11941120,R11941120_,R11941120_
B10708006,B10708006_,B10708006_
B10403082,B10403082_,B10403082_
B10502009,B10502009_,B10502009_
B08503049,B08503049_,B08503049_
B10602150,B10602150_,B10602150_
B10A05007,B10A05007_,B10A05007_
R10527019,R10527019_,R10527019_
F10941204,F10941204_,F10941204_
B10202013,B10202013_,B10202013_
R11441109,R11441109_,R11441109_
R10528023,R10528023_,R10528023_
B09A05024,B09A05024_,B09A05024_
B10707020,B10707020_,B10707020_
B08616033,B08616033_,B08616033_
F08923049,F08923049_,F08923049_
R11255035,R11255035_,R11255035_
R11943057,R11943057_,R11943057_
B09501011,B09501011_,B09501011_
D03943008,D03943008_,D03943008_
B11405003,B11405003_,B11405003_
B08306044,B08306044_,B08306044_
B11401207,B11401207_,B11401207_
R11941159,R11941159_,R11941159_
B08706033,B08706033_,B08706033_
B08311060,B08311060_,B08311060_
B11601091,B11601091_,B11601091_
R11621029,R11621029_,R11621029_
B11302001,B11302001_,B11302001_
B11708037,B11708037_,B11708037_
B08A01143,B08A01143_,B08A01143_
B11501039,B11501039_,B11501039_
R11925004,R11925004_,R11925004_
B10608015,B10608015_,B10608015_
B09503006,B09503006_,B09503006_
B10707023,B10707023_,B10707023_
B09900047,B09900047_,B09900047_
R10941026,R10941026_,R10941026_
B10401013,B10401013_,B10401013_
B10300047,B10300047_,B10300047_
B09401239,B09401239_,B09401239_
B11402029,B11402029_,B11402029_
B08106033,B08106033_,B08106033_
R09422021,R09422021_,R09422021_
B10301019,B10301019_,B10301019_
B11403022,B11403022_,B11403022_
R10625032,R10625032_,R10625032_
B09A01006,B09A01006_,B09A01006_
R10940012,R10940012_,R10940012_
R11225033,R11225033_,R11225033_
B11601039,B11601039_,B11601039_
B06401068,B06401068_,B06401068_
B09501015,B09501015_,B09501015_
F10944011,F10944011_,F10944011_
B06408024,B06408024_,B06408024_
B09701024,B09701024_,B09701024_
B11701217,B11701217_,B11701217_
B11H02009,B11H02009_,B11H02009_
B11615009,B11615009_,B11615009_
B09402125,B09402125_,B09402125_
R10B41109,R10B41109_,R10B41109_
B11302037,B11302037_,B11302037_
T11301259,T11301259_,T11301259_
F07444034,F07444034_,F07444034_
B09401091,B09401091_,B09401091_
B10A02009,B10A02009_,B10A02009_
B11201043,B11201043_,B11201043_
R11921109,R11921109_,R11921109_
B09901346,B09901346_,B09901346_
B10307074,B10307074_,B10307074_
B07109019,B07109019_,B07109019_
B10902302,B10902302_,B10902302_
B10601001,B10601001_,B10601001_
B08903152,B08903152_,B08903152_
B10A03068,B10A03068_,B10A03068_
B10611165,B10611165_,B10611165_
D05942217,D05942217_,D05942217_
B09704034,B09704034_,B09704034_
B11501056,B11501056_,B11501056_
F09541039,F09541039_,F09541039_
B11611015,B11611015_,B11611015_
B09401082,B09401082_,B09401082_
B08705034,B08705034_,B08705034_
R10442045,R10442045_,R10442045_
B11618056,B11618056_,B11618056_
B10705033,B10705033_,B10705033_
R10521043,R10521043_,R10521043_
R10624049,R10624049_,R10624049_
B08617054,B08617054_,B08617054_
B08902039,B08902039_,B08902039_
B08A01049,B08A01049_,B08A01049_
B10201046,B10201046_,B10201046_
R10A22084,R10A22084_,R10A22084_
B11706033,B11706033_,B11706033_
B09702039,B09702039_,B09702039_
R10A21217,R10A21217_,R10A21217_
B11401119,B11401119_,B11401119_
R10525004,R10525004_,R10525004_
B10709080,B10709080_,B10709080_
R11944016,R11944016_,R11944016_
B10705004,B10705004_,B10705004_
B09A06035,B09A06035_,B09A06035_
B11704013,B11704013_,B11704013_
B11202638,B11202638_,B11202638_
B06404051,B06404051_,B06404051_
B11401042,B11401042_,B11401042_
B10702102,B10702102_,B10702102_
B11613018,B11613018_,B11613018_
B10701044,B10701044_,B10701044_
B10207044,B10207044_,B10207044_
R10544051,R10544051_,R10544051_
B11802043,B11802043_,B11802043_
B08105026,B08105026_,B08105026_
B11312125,B11312125_,B11312125_
R07221207,R07221207_,R07221207_
R10722302,R10722302_,R10722302_
B10204047,B10204047_,B10204047_
B09503020,B09503020_,B09503020_
B09309019,B09309019_,B09309019_
R11521211,R11521211_,R11521211_
R09427013,R09427013_,R09427013_
R10521211,R10521211_,R10521211_
B10103045,B10103045_,B10103045_
B10901045,B10901045_,B10901045_
B11702170,B11702170_,B11702170_
B08503010,B08503010_,B08503010_
B09701070,B09701070_,B09701070_
R11941040,R11941040_,R11941040_
B08309080,B08309080_,B08309080_
B10501111,B10501111_,B10501111_
R11123055,R11123055_,R11123055_
B10304015,B10304015_,B10304015_
B09909019,B09909019_,B09909019_
B09903082,B09903082_,B09903082_
B10702056,B10702056_,B10702056_
R11641056,R11641056_,R11641056_
R11A22100,R11A22100_,R11A22100_
B09407036,B09407036_,B09407036_
B08703044,B08703044_,B08703044_
B10702087,B10702087_,B10702087_
B10209015,B10209015_,B10209015_
R10524017,R10524017_,R10524017_
B11501011,B11501011_,B11501011_
B08601040,B08601040_,B08601040_
B11604038,B11604038_,B11604038_
R10325036,R10325036_,R10325036_
B11501111,B11501111_,B11501111_
B08A03137,B08A03137_,B08A03137_
B09601091,B09601091_,B09601091_
B07A03028,B07A03028_,B07A03028_
B09301808,B09301808_,B09301808_
R11642005,R11642005_,R11642005_
B11401073,B11401073_,B11401073_
B10309026,B10309026_,B10309026_
R09622010,R09622010_,R09622010_
R11327036,R11327036_,R11327036_
B11602001,B11602001_,B11602001_
B11407021,B11407021_,B11407021_
B10200027,B10200027_,B10200027_
R10521120,R10521120_,R10521120_
B10202100,B10202100_,B10202100_
T11309011,T11309011_,T11309011_
R11941347,R11941347_,R11941347_
R11223036,R11223036_,R11223036_
R09943055,R09943055_,R09943055_
B10503032,B10503032_,B10503032_
B10802034,B10802034_,B10802034_
R11251168,R11251168_,R11251168_
B09404204,B09404204_,B09404204_
R10525004,R10525004_,R10525004_
B06401240,B06401240_,B06401240_
B08806023,B08806023_,B08806023_
B11102142,B11102142_,B11102142_
B11102025,B11102025_,B11102025_
B11201070,B11201070_,B11201070_
R10521044,R10521044_,R10521044_
B11901047,B11901047_,B11901047_
R10927039,R10927039_,R10927039_
B10301011,B10301011_,B10301011_
B10B01259,B10B01259_,B10B01259_
B11705024,B11705024_,B11705024_
R10442054,R10442054_,R10442054_
R11622045,R11622045_,R11622045_
B10202109,B10202109_,B10202109_
B11801001,B11801001_,B11801001_
R10321037,R10321037_,R10321037_
B10905032,B10905032_,B10905032_
R10223008,R10223008_,R10223008_
B11906044,B11906044_,B11906044_
R10441070,R10441070_,R10441070_
R11525035,R11525035_,R11525035_
R11627019,R11627019_,R11627019_
B09901047,B09901047_,B09901047_
R10325055,R10325055_,R10325055_
B09503010,B09503010_,B09503010_
B10202010,B10202010_,B10202010_
B09405017,B09405017_,B09405017_
R10142043,R10142043_,R10142043_
R10721015,R10721015_,R10721015_
B10601075,B10601075_,B10601075_
B11601143,B11601143_,B11601143_
B09502010,B09502010_,B09502010_
B10703008,B10703008_,B10703008_
B11102102,B11102102_,B11102102_
B10303018,B10303018_,B10303018_
B11611216,B11611216_,B11611216_
R11223032,R11223032_,R11223032_
R09622010,R09622010_,R09622010_
R11226028,R11226028_,R11226028_
R11258024,R11258024_,R11258024_
B09501046,B09501046_,B09501046_
B11706023,B11706023_,B11706023_
B09604013,B09604013_,B09604013_
B10707039,B10707039_,B10707039_
B10701068,B10701068_,B10701068_
B11203008,B11203008_,B11203008_
B09407022,B09407022_,B09407022_
R10632045,R10632045_,R10632045_
B11301019,B11301019_,B11301019_
R10724081,R10724081_,R10724081_
B07105004,B07105004_,B07105004_
B11303076,B11303076_,B11303076_
B10507013,B10507013_,B10507013_
B09409011,B09409011_,B09409011_
B10201018,B10201018_,B10201018_
B08604034,B08604034_,B08604034_
B05301037,B05301037_,B05301037_
B10203049,B10203049_,B10203049_
B08705016,B08705016_,B08705016_
B10A01153,B10A01153_,B10A01153_
B11H02125,B11H02125_,B11H02125_
R11942025,R11942025_,R11942025_
B08506033,B08506033_,B08506033_
B08109019,B08109019_,B08109019_
R10623048,R10623048_,R10623048_
B09502102,B09502102_,B09502102_
B10802019,B10802019_,B10802019_
B10101126,B10101126_,B10101126_
B11902100,B11902100_,B11902100_
B10A02025,B10A02025_,B10A02025_
B11101091,B11101091_,B11101091_
B10902009,B10902009_,B10902009_
B11506035,B11506035_,B11506035_
B10401016,B10401016_,B10401016_
R11252115,R11252115_,R11252115_
D01942021,D01942021_,D01942021_
B10401073,B10401073_,B10401073_
R11221046,R11221046_,R11221046_
B11503142,B11503142_,B11503142_
R09B23012,R09B23012_,R09B23012_
B10209021,B10209021_,B10209021_
R11621011,R11621011_,R11621011_
B11901044,B11901044_,B11901044_
R07221014,R07221014_,R07221014_
B09303012,B09303012_,B09303012_
B11506005,B11506005_,B11506005_
B09502339,B09502339_,B09502339_
B11701165,B11701165_,B11701165_
B11207028,B11207028_,B11207028_
B11701141,B11701141_,B11701141_
B11402054,B11402054_,B11402054_
B07401057,B07401057_,B07401057_
B10502261,B10502261_,B10502261_
R10527036,R10527036_,R10527036_
B10601043,B10601043_,B10601043_
B09303010,B09303010_,B09303010_
B11901075,B11901075_,B11901075_
R11941026,R11941026_,R11941026_
R10527033,R10527033_,R10527033_
R10542043,R10542043_,R10542043_
B10A02302,B10A02302_,B10A02302_
B10101056,B10101056_,B10101056_
B10204119,B10204119_,B10204119_
B10403036,B10403036_,B10403036_
B10701061,B10701061_,B10701061_
B10702084,B10702084_,B10702084_
B10607039,B10607039_,B10607039_
B11607054,B11607054_,B11607054_
B11401092,B11401092_,B11401092_
B11701011,B11701011_,B11701011_
B11617021,B11617021_,B11617021_
B11606015,B11606015_,B11606015_
B09501102,B09501102_,B09501102_
B10102302,B10102302_,B10102302_
R10643035,R10643035_,R10643035_
B10701044,B10701044_,B10701044_
B08203082,B08203082_,B08203082_
B11612034,B11612034_,B11612034_
R11121015,R11121015_,R11121015_
B10502638,B10502638_,B10502638_
B10508032,B10508032_,B10508032_
B11704026,B11704026_,B11704026_
B10305009,B10305009_,B10305009_
B10602159,B10602159_,B10602159_
B11209015,B11209015_,B11209015_
B10705024,B10705024_,B10705024_
B10201060,B10201060_,B10201060_
B05301004,B05301004_,B05301004_
R11941168,R11941168_,R11941168_
B10202605,B10202605_,B10202605_
B09607052,B09607052_,B09607052_
B11401075,B11401075_,B11401075_
B10601119,B10601119_,B10601119_
B08A02170,B08A02170_,B08A02170_
R11623008,R11623008_,R11623008_
B11702056,B11702056_,B11702056_
B11403065,B11403065_,B11403065_
R10A22031,R10A22031_,R10A22031_
R10921024,R10921024_,R10921024_
B08A01022,B08A01022_,B08A01022_
B10602261,B10602261_,B10602261_
B10101048,B10101048_,B10101048_
B07A03150,B07A03150_,B07A03150_
B09505016,B09505016_,B09505016_
B08A03015,B08A03015_,B08A03015_
B11108118,B11108118_,B11108118_
R10521053,R10521053_,R10521053_
B08A02001,B08A02001_,B08A02001_
R10943150,R10943150_,R10943150_
B10605033,B10605033_,B10605033_
B09405035,B09405035_,B09405035_
B08608118,B08608118_,B08608118_
B11206028,B11206028_,B11206028_
R10522037,R10522037_,R10522037_
B10702001,B10702001_,B10702001_
B10203020,B10203020_,B10203020_
R11123032,R11123032_,R11123032_
B08501211,B08501211_,B08501211_
F10949019,F10949019_,F10949019_
R10641011,R10641011_,R10641011_
B09103012,B09103012_,B09103012_
B10602102,B10602102_,B10602102_
B11205017,B11205017_,B11205017_
B10100027,B10100027_,B10100027_
B10301043,B10301043_,B10301043_
B09701013,B09701013_,B09701013_
B10701047,B10701047_,B10701047_
B09101119,B09101119_,B09101119_
R10631057,R10631057_,R10631057_
B11611006,B11611006_,B11611006_
B09102016,B09102016_,B09102016_
R10228056,R10228056_,R10228056_
B11202106,B11202106_,B11202106_
B09401016,B09401016_,B09401016_
R11223116,R11223116_,R11223116_
B09602091,B09602091_,B09602091_
B11707013,B11707013_,B11707013_
B10105022,B10105022_,B10105022_
B08A01016,B08A01016_,B08A01016_
B11901001,B11901001_,B11901001_
B10801346,B10801346_,B10801346_
B10401140,B10401140_,B10401140_
B11501259,B11501259_,B11501259_
B10902024,B10902024_,B10902024_
B09904035,B09904035_,B09904035_
R11940047,R11940047_,R11940047_
B10A06023,B10A06023_,B10A06023_
R10928053,R10928053_,R10928053_
B10701066,B10701066_,B10701066_
B09607A03,B09607A03_,B09607A03_
B11309019,B11309019_,B11309019_
R10627020,R10627020_,R10627020_
B08A04013,B08A04013_,B08A04013_
R10222054,R10222054_,R10222054_
B10908037,B10908037_,B10908037_
B10503065,B10503065_,B10503065_
B10708015,B10708015_,B10708015_
B11301010,B11301010_,B11301010_
B07203082,B07203082_,B07203082_
B10501045,B10501045_,B10501045_
B10701026,B10701026_,B10701026_
B11102027,B11102027_,B11102027_
B06401024,B06401024_,B06401024_
B11403026,B11403026_,B11403026_
R11251004,R11251004_,R11251004_
B09701216,B09701216_,B09701216_
B11504025,B11504025_,B11504025_
B10502029,B10502029_,B10502029_
B10201102,B10201102_,B10201102_
B10600047,B10600047_,B10600047_
R11923039,R11923039_,R11923039_
B11202037,B11202037_,B11202037_
B09101079,B09101079_,B09101079_
B08902043,B08902043_,B08902043_
B12112170,B12112170_,B12112170_
R11254004,R11254004_,R11254004_
R11621056,R11621056_,R11621056_
B11614047,B11614047_,B11614047_
B10301044,B10301044_,B10301044_
B10801019,B10801019_,B10801019_
B10617028,B10617028_,B10617028_
R11944034,R11944034_,R11944034_
B08A02045,B08A02045_,B08A02045_
B09102101,B09102101_,B09102101_
B10705016,B10705016_,B10705016_
B09501026,B09501026_,B09501026_
B11901024,B11901024_,B11901024_
B11408015,B11408015_,B11408015_
B11H02025,B11H02025_,B11H02025_
B11602019,B11602019_,B11602019_
B11201047,B11201047_,B11201047_
B11B02043,B11B02043_,B11B02043_
B10205014,B10205014_,B10205014_
B10706033,B10706033_,B10706033_
B11601204,B11601204_,B11601204_
B09404025,B09404025_,B09404025_
B10104049,B10104049_,B10104049_
B07401015,B07401015_,B07401015_
B11901102,B11901102_,B11901102_
B09907057,B09907057_,B09907057_
R10524009,R10524009_,R10524009_
R10B42101,R10B42101_,R10B42101_
B11401001,B11401001_,B11401001_
B09701240,B09701240_,B09701240_
B11402083,B11402083_,B11402083_
B11401120,B11401120_,B11401120_
B10203035,B10203035_,B10203035_
R10722009,R10722009_,R10722009_
B10607074,B10607074_,B10607074_
B09907055,B09907055_,B09907055_
R10721120,R10721120_,R10721120_
B10A02142,B10A02142_,B10A02142_
B09602717,B09602717_,B09602717_
R10521150,R10521150_,R10521150_
B08201207,B08201207_,B08201207_
B11101101,B11101101_,B11101101_
B11903049,B11903049_,B11903049_
R11224017,R11224017_,R11224017_
B09902055,B09902055_,B09902055_
B09402106,B09402106_,B09402106_
R11125055,R11125055_,R11125055_
B09300047,B09300047_,B09300047_
B09101053,B09101053_,B09101053_
B10701024,B10701024_,B10701024_
B09402001,B09402001_,B09402001_
R11125033,R11125033_,R11125033_
B11402039,B11402039_,B11402039_
B11401001,B11401001_,B11401001_
R08121029,R08121029_,R08121029_
B11402010,B11402010_,B11402010_
B10601165,B10601165_,B10601165_
B11707023,B11707023_,B11707023_
B11317027,B11317027_,B11317027_
B11101019,B11101019_,B11101019_
B11611001,B11611001_,B11611001_
B10701259,B10701259_,B10701259_
B11903036,B11903036_,B11903036_
R11942070,R11942070_,R11942070_
R11621204,R11621204_,R11621204_
B11304038,B11304038_,B11304038_
B10A04034,B10A04034_,B10A04034_
B11614038,B11614038_,B11614038_
B09501041,B09501041_,B09501041_
B10505015,B10505015_,B10505015_
B10300011,B10300011_,B10300011_
B11201259,B11201259_,B11201259_
D10621012,D10621012_,D10621012_
B09502043,B09502043_,B09502043_
B08300039,B08300039_,B08300039_
B10401204,B10401204_,B10401204_
B09608024,B09608024_,B09608024_
B09401330,B09401330_,B09401330_
B10501346,B10501346_,B10501346_
B09103036,B09103036_,B09103036_
B11703150,B11703150_,B11703150_
R10544038,R10544038_,R10544038_
B11704013,B11704013_,B11704013_
B11702006,B11702006_,B11702006_
B10102089,B10102089_,B10102089_
B11201022,B11201022_,B11201022_
B11B06044,B11B06044_,B11B06044_
R11921070,R11921070_,R11921070_
R10921018,R10921018_,R10921018_
R11A21070,R11A21070_,R11A21070_
B09907030,B09907030_,B09907030_
B10204093,B10204093_,B10204093_
B11H03039,B11H03039_,B11H03039_
B11502025,B11502025_,B11502025_
B11705020,B11705020_,B11705020_
R10241052,R10241052_,R10241052_
B07203036,B07203036_,B07203036_
R10943152,R10943152_,R10943152_
B09503035,B09503035_,B09503035_
B11608015,B11608015_,B11608015_
B10902159,B10902159_,B10902159_
B10305020,B10305020_,B10305020_
B10301066,B10301066_,B10301066_
R11946044,R11946044_,R11946044_
B08201240,B08201240_,B08201240_
B10103008,B10103008_,B10103008_
B10403026,B10403026_,B10403026_
B11302605,B11302605_,B11302605_
B10101072,B10101072_,B10101072_
R10942009,R10942009_,R10942009_
B10302261,B10302261_,B10302261_
B08A01015,B08A01015_,B08A01015_
R11121037,R11121037_,R11121037_
B11707023,B11707023_,B11707023_
B10603048,B10603048_,B10603048_
B10204025,B10204025_,B10204025_
B09614070,B09614070_,B09614070_
R11H47039,R11H47039_,R11H47039_
B09401001,B09401001_,B09401001_
B09501056,B09501056_,B09501056_
B11401097,B11401097_,B11401097_
B07102084,B07102084_,B07102084_
B09402022,B09402022_,B09402022_
B10A02102,B10A02102_,B10A02102_
B11700039,B11700039_,B11700039_
B09701060,B09701060_,B09701060_
B09902115,B09902115_,B09902115_
B10301066,B10301066_,B10301066_
B10900015,B10900015_,B10900015_
B08101070,B08101070_,B08101070_
B11612013,B11612013_,B11612013_
R10B42091,R10B42091_,R10B42091_
R10521056,R10521056_,R10521056_
B09301204,B09301204_,B09301204_
R09621017,R09621017_,R09621017_
B09801006,B09801006_,B09801006_
B09902261,B09902261_,B09902261_
B11102217,B11102217_,B11102217_
F07441365,F07441365_,F07441365_
B10401026,B10401026_,B10401026_
R11443057,R11443057_,R11443057_
B10611098,B10611098_,B10611098_
B11301217,B11301217_,B11301217_
B09601043,B09601043_,B09601043_
B06401207,B06401207_,B06401207_
B11101091,B11101091_,B11101091_
B10403044,B10403044_,B10403044_
B08A05026,B08A05026_,B08A05026_
B11502109,B11502109_,B11502109_
B10306015,B10306015_,B10306015_
R09621075,R09621075_,R09621075_
B11611001,B11611001_,B11611001_
R10224119,R10224119_,R10224119_
R11520012,R11520012_,R11520012_
R10A21097,R10A21097_,R10A21097_
B11104011,B11104011_,B11104011_
R11251152,R11251152_,R11251152_
B11406015,B11406015_,B11406015_
B11101043,B11101043_,B11101043_
R11947044,R11947044_,R11947044_
R10521043,R10521043_,R10521043_
B11904204,B11904204_,B11904204_
B09601048,B09601048_,B09601048_
B10601024,B10601024_,B10601024_
R11922001,R11922001_,R11922001_
R10541346,R10541346_,R10541346_
R10921240,R10921240_,R10921240_
R11624011,R11624011_,R11624011_
R11122102,R11122102_,R11122102_
B09204015,B09204015_,B09204015_
R11522142,R11522142_,R11522142_
B11402101,B11402101_,B11402101_
R11252087,R11252087_,R11252087_
B09607044,B09607044_,B09607044_
B10602043,B10602043_,B10602043_
F10943040,F10943040_,F10943040_
B10104081,B10104081_,B10104081_
R10632115,R10632115_,R10632115_
R10142039,R10142039_,R10142039_
B10101014,B10101014_,B10101014_
R10324204,R10324204_,R10324204_
B10701004,B10701004_,B10701004_
B11906020,B11906020_,B11906020_
B11401231,B11401231_,B11401231_
B11901020,B11901020_,B11901020_
B08801075,B08801075_,B08801075_
B10703055,B10703055_,B10703055_
B10102208,B10102208_,B10102208_
B10501004,B10501004_,B10501004_
B10501098,B10501098_,B10501098_
B10401212,B10401212_,B10401212_
F09541041,F09541041_,F09541041_
B08902013,B08902013_,B08902013_
B10402109,B10402109_,B10402109_
B10400016,B10400016_,B10400016_
B10A01026,B10A01026_,B10A01026_
B11401330,B11401330_,B11401330_
B10101347,B10101347_,B10101347_
B10508053,B10508053_,B10508053_
B09901140,B09901140_,B09901140_
B08801150,B08801150_,B08801150_
R08121044,R08121044_,R08121044_
D10623057,D10623057_,D10623057_
R09946015,R09946015_,R09946015_
B10615022,B10615022_,B10615022_
B10A01152,B10A01152_,B10A01152_
B11703040,B11703040_,B11703040_
B09611056,B09611056_,B09611056_
F09441259,F09441259_,F09441259_
B10105009,B10105009_,B10105009_
B10503137,B10503137_,B10503137_
B08102151,B08102151_,B08102151_
B11104204,B11104204_,B11104204_
B08102001,B08102001_,B08102001_
R11921808,R11921808_,R11921808_
B10404004,B10404004_,B10404004_
R10943022,R10943022_,R10943022_
B10502010,B10502010_,B10502010_
B09408312,B09408312_,B09408312_
B08901309,B08901309_,B08901309_
R10223006,R10223006_,R10223006_
D05941025,D05941025_,D05941025_
B11103035,B11103035_,B11103035_
B11101014,B11101014_,B11101014_
B08613012,B08613012_,B08613012_
B11702002,B11702002_,B11702002_
B09102125,B09102125_,B09102125_
B10A02208,B10A02208_,B10A02208_
R11121330,R11121330_,R11121330_
B10101003,B10101003_,B10101003_
T11302129,T11302129_,T11302129_
B08A07028,B08A07028_,B08A07028_
B11611070,B11611070_,B11611070_
B10501019,B10501019_,B10501019_
B11706035,B11706035_,B11706035_
F07444025,F07444025_,F07444025_
R11621150,R11621150_,R11621150_
B11702125,B11702125_,B11702125_
D10622054,D10622054_,D10622054_
B09404003,B09404003_,B09404003_
B10504004,B10504004_,B10504004_
B09401098,B09401098_,B09401098_
B10302605,B10302605_,B10302605_
B10701098,B10701098_,B10701098_
B10602217,B10602217_,B10602217_
B10401017,B10401017_,B10401017_
F07443028,F07443028_,F07443028_
R11742010,R11742010_,R11742010_
B10106041,B10106041_,B10106041_
B11203068,B11203068_,B11203068_
F09447039,F09447039_,F09447039_
B09601039,B09601039_,B09601039_
B08903082,B08903082_,B08903082_
B09A01111,B09A01111_,B09A01111_
R11A21025,R11A21025_,R11A21025_
B09504119,B09504119_,B09504119_
B10201240,B10201240_,B10201240_
B11508015,B11508015_,B11508015_
R10941231,R10941231_,R10941231_
B11402638,B11402638_,B11402638_
B11H00039,B11H00039_,B11H00039_
B11503036,B11503036_,B11503036_
B10603044,B10603044_,B10603044_
R11123044,R11123044_,R11123044_
B10503028,B10503028_,B10503028_
R11252045,R11252045_,R11252045_
B10701365,B10701365_,B10701365_
B10702025,B10702025_,B10702025_
B08311012,B08311012_,B08311012_
B09702217,B09702217_,B09702217_
B11617055,B11617055_,B11617055_
B08A02009,B08A02009_,B08A02009_
B08901037,B08901037_,B08901037_
R11252170,R11252170_,R11252170_
R11942043,R11942043_,R11942043_
B11501003,B11501003_,B11501003_
B09401047,B09401047_,B09401047_
R10942054,R10942054_,R10942054_
B07201016,B07201016_,B07201016_
B10203008,B10203008_,B10203008_
B07A01109,B07A01109_,B07A01109_
R10727A03,R10727A03_,R10727A03_
B11705033,B11705033_,B11705033_
B11301240,B11301240_,B11301240_
R11222355,R11222355_,R11222355_
B08101111,B08101111_,B08101111_
B10901159,B10901159_,B10901159_
B09301014,B09301014_,B09301014_
B08102022,B08102022_,B08102022_
B11616035,B11616035_,B11616035_
B07402717,B07402717_,B07402717_
B08703022,B08703022_,B08703022_
B11307210,B11307210_,B11307210_
R10941042,R10941042_,R10941042_
R09942170,R09942170_,R09942170_
B08A04012,B08A04012_,B08A04012_
R10522151,R10522151_,R10522151_
B09501211,B09501211_,B09501211_
R10922021,R10922021_,R10922021_
B10A01001,B10A01001_,B10A01001_
R11925016,R11925016_,R11925016_
B10103009,B10103009_,B10103009_
B11901010,B11901010_,B11901010_
B08202033,B08202033_,B08202033_
B08503065,B08503065_,B08503065_
F09542036,F09542036_,F09542036_
B10905004,B10905004_,B10905004_
B10901004,B10901004_,B10901004_
B11102129,B11102129_,B11102129_
R10441010,R10441010_,R10441010_
B08704119,B08704119_,B08704119_
B10902129,B10902129_,B10902129_
B11702102,B11702102_,B11702102_
B10501309,B10501309_,B10501309_
R11621025,R11621025_,R11621025_
B11502125,B11502125_,B11502125_
B09705055,B09705055_,B09705055_
B10201018,B10201018_,B10201018_
B10409011,B10409011_,B10409011_
R11121068,R11121068_,R11121068_
B08614034,B08614034_,B08614034_
R10921240,R10921240_,R10921240_
B12114049,B12114049_,B12114049_
