,group_ID,user_ID,join_status,role,job
4791,1867,R10221347,Join,Leader,Undecided
4792,1868,B09302002,Join,Leader,Undecided
4793,1869,B11103038,Join,Leader,Undecided
4794,1870,B09401111,Join,Leader,Undecided
4795,1871,B06401042,Join,Leader,Undecided
4796,1872,B10104016,Join,Leader,Undecided
4797,1873,B11302150,Join,Leader,Undecided
4798,1874,B11101003,Join,Leader,Undecided
4799,1875,B08201004,Join,Leader,Undecided
4800,1874,R11A27057,Join,Member,Undecided
4801,1874,R10622160,Join,Member,Undecided
4802,1873,B07109019,Join,Member,Undecided
4803,1875,R10622115,Join,Member,Undecided
4804,1874,B11704013,Join,Member,Undecided
4805,1874,B10705003,Join,Member,Undecided
4806,1875,B11H01079,Join,Member,Undecided
4807,1875,R08123150,Join,Member,Undecided
4808,1873,B10503077,Join,Member,Undecided
4809,1876,B08A07044,Join,Leader,Undecided
4810,1877,B08701010,Join,Leader,Undecided
4811,1878,B11102010,Join,Leader,Undecided
4812,1876,B10508037,Join,Member,Undecided
4813,1879,B08806020,Join,Leader,Undecided
4814,1880,B09902010,Join,Leader,Undecided
4815,1881,R11946020,Join,Leader,Undecided
4816,1882,R10525039,Join,Leader,Undecided
4817,1883,B11501070,Join,Leader,Undecided
4818,1884,R10448015,Join,Leader,Undecided
4819,1885,B10501079,Join,Leader,Undecided
4820,1886,B11807039,Join,Leader,Undecided
4821,1887,B10505005,Join,Leader,Undecided
4822,1888,B09204047,Join,Leader,Undecided
4823,1889,B11101068,Join,Leader,Undecided
4824,1890,B11503142,Join,Leader,Undecided
4825,1891,R11622339,Join,Leader,Undecided
4826,1892,R11523036,Join,Leader,Undecided
4827,1893,B09503065,Join,Leader,Undecided
4828,1894,B11502101,Join,Leader,Undecided
4829,1895,B08701053,Join,Leader,Undecided
4830,1896,R11922005,Join,Leader,Undecided
4831,1897,B10803044,Join,Leader,Undecided
4832,1898,R11942010,Join,Leader,Undecided
4833,1899,B11607057,Join,Leader,Undecided
4834,1900,B09108037,Join,Leader,Undecided
4835,1901,B08706033,Join,Leader,Undecided
4836,1900,B09702355,Join,Member,Undecided
4837,1902,B08201108,Join,Leader,Undecided
4838,1903,B10505017,Join,Leader,Undecided
4839,1904,B09905004,Join,Leader,Undecided
4840,1905,R11642125,Join,Leader,Undecided
4841,1906,R10521011,Join,Leader,Undecided
4842,1907,B11401150,Join,Leader,Undecided
4843,1908,B11602021,Join,Leader,Undecided
4844,1909,B11312091,Join,Leader,Undecided
4845,1910,B09802070,Join,Leader,Undecided
4846,1911,R11255036,Join,Leader,Undecided
4847,1912,R11944081,Join,Leader,Undecided
4848,1909,B10902014,Join,Member,Undecided
4849,1908,R10B42091,Join,Member,Undecided
4850,1913,B09505060,Join,Leader,Undecided
4851,1914,B09706023,Join,Leader,Undecided
4852,1915,B10505060,Join,Leader,Undecided
4853,1916,B11611014,Join,Leader,Undecided
4854,1917,B10103150,Join,Leader,Undecided
4855,1918,R11624034,Join,Leader,Undecided
4856,1919,R10541346,Join,Leader,Undecided
4857,1920,B09905005,Join,Leader,Undecided
4858,1921,B10602151,Join,Leader,Undecided
4859,1922,R10145016,Join,Leader,Undecided
4860,1920,F09447039,Join,Member,Undecided
4861,1921,B11702001,Join,Member,Undecided
4862,1922,B11619026,Join,Member,Undecided
4863,1921,B08901025,Join,Member,Undecided
4864,1921,B10601165,Join,Member,Undecided
4865,1922,B11101004,Join,Member,Undecided
4866,1920,B10702001,Join,Member,Undecided
4867,1921,B11706041,Join,Member,Undecided
4868,1920,B11502638,Join,Member,Undecided
4869,1923,B10401102,Join,Leader,Undecided
4870,1924,B11203003,Join,Leader,Undecided
4871,1925,B10801066,Join,Leader,Undecided
4872,1926,B11202010,Join,Leader,Undecided
4873,1927,D03941082,Join,Leader,Undecided
4874,1928,B09401152,Join,Leader,Undecided
4875,1929,B09101066,Join,Leader,Undecided
4876,1927,B11203008,Join,Member,Undecided
4877,1930,B08A01070,Join,Leader,Undecided
4878,1931,B11401003,Join,Leader,Undecided
4879,1932,B11102125,Join,Leader,Undecided
4880,1933,B08202717,Join,Leader,Undecided
4881,1934,B09402025,Join,Leader,Undecided
4882,1935,R10527019,Join,Leader,Undecided
4883,1932,B09609019,Join,Member,Undecided
4884,1936,B10204011,Join,Leader,Undecided
4885,1937,B11617A03,Join,Leader,Undecided
4886,1938,B10302039,Join,Leader,Undecided
4887,1939,B08A05020,Join,Leader,Undecided
4888,1940,R10522101,Join,Leader,Undecided
4889,1941,B11101046,Join,Leader,Undecided
4890,1942,R11943012,Join,Leader,Undecided
4891,1943,B08A02717,Join,Leader,Undecided
4892,1944,R11121015,Join,Leader,Undecided
4893,1944,R11252037,Join,Member,Undecided
4894,1941,B08A05017,Join,Member,Undecided
4895,1943,B11101016,Join,Member,Undecided
4896,1940,B07405060,Join,Member,Undecided
4897,1945,B10502005,Join,Leader,Undecided
4898,1946,B10301046,Join,Leader,Undecided
4899,1947,B11305003,Join,Leader,Undecided
4900,1948,B10501026,Join,Leader,Undecided
4901,1949,B08601120,Join,Leader,Undecided
4902,1950,B10307020,Join,Leader,Undecided
4903,1950,R11645032,Join,Member,Undecided
4904,1951,R11523036,Join,Leader,Undecided
4905,1952,B08A01048,Join,Leader,Undecided
4906,1953,B08102355,Join,Leader,Undecided
4907,1954,R10222150,Join,Leader,Undecided
4908,1953,B06407019,Join,Member,Undecided
4909,1955,B09907074,Join,Leader,Undecided
4910,1956,R11A21101,Join,Leader,Undecided
4911,1957,B08702101,Join,Leader,Undecided
4912,1958,B11403020,Join,Leader,Undecided
4913,1959,B09608003,Join,Leader,Undecided
4914,1960,B08202037,Join,Leader,Undecided
4915,1961,B11706028,Join,Leader,Undecided
4916,1962,R11224017,Join,Leader,Undecided
4917,1963,B08701365,Join,Leader,Undecided
4918,1964,R10924034,Join,Leader,Undecided
4919,1965,B08A01102,Join,Leader,Undecided
4920,1966,B08611101,Join,Leader,Undecided
4921,1967,B11701159,Join,Leader,Undecided
4922,1968,R11323118,Join,Leader,Undecided
4923,1969,B11601060,Join,Leader,Undecided
4924,1970,B10703008,Join,Leader,Undecided
4925,1971,B05301004,Join,Leader,Undecided
4926,1972,B09507039,Join,Leader,Undecided
4927,1973,R11947030,Join,Leader,Undecided
4928,1974,B10206015,Join,Leader,Undecided
4929,1972,R11521346,Join,Member,Undecided
4930,1975,B11H01056,Join,Leader,Undecided
4931,1976,B10401042,Join,Leader,Undecided
4932,1977,B11606035,Join,Leader,Undecided
4933,1978,B11703009,Join,Leader,Undecided
4934,1979,B11905009,Join,Leader,Undecided
4935,1980,B09102125,Join,Leader,Undecided
4936,1981,R11943026,Join,Leader,Undecided
4937,1982,B09408004,Join,Leader,Undecided
4938,1983,B11405035,Join,Leader,Undecided
4939,1984,B08202717,Join,Leader,Undecided
4940,1985,B09401111,Join,Leader,Undecided
4941,1986,B09106028,Join,Leader,Undecided
4942,1987,R09941049,Join,Leader,Undecided
4943,1988,B11501168,Join,Leader,Undecided
4944,1989,R11521022,Join,Leader,Undecided
4945,1990,B10A06028,Join,Leader,Undecided
4946,1991,D09B42142,Join,Leader,Undecided
4947,1992,B11205009,Join,Leader,Undecided
4948,1993,B07101060,Join,Leader,Undecided
4949,1994,B10701029,Join,Leader,Undecided
4950,1995,B10A01012,Join,Leader,Undecided
4951,1996,B10803032,Join,Leader,Undecided
4952,1997,B10208015,Join,Leader,Undecided
4953,1998,R11942605,Join,Leader,Undecided
4954,1999,B09905026,Join,Leader,Undecided
4955,2000,B11502302,Join,Leader,Undecided
4956,2001,F07441153,Join,Leader,Undecided
4957,2002,R10327A03,Join,Leader,Undecided
4958,2003,B09504035,Join,Leader,Undecided
4959,2004,B11403042,Join,Leader,Undecided
4960,2005,B07203082,Join,Leader,Undecided
4961,2006,B08102106,Join,Leader,Undecided
4962,2007,R10947A03,Join,Leader,Undecided
4963,2008,B11101102,Join,Leader,Undecided
4964,2009,B10301101,Join,Leader,Undecided
4965,2010,B09405009,Join,Leader,Undecided
4966,2011,R11327022,Join,Leader,Undecided
4967,2007,R09941120,Join,Member,Undecided
4968,2009,R11620012,Join,Member,Undecided
4969,2011,R11642025,Join,Member,Undecided
4970,2008,R07228312,Join,Member,Undecided
4971,2012,B11402101,Join,Leader,Undecided
4972,2013,B11502021,Join,Leader,Undecided
4973,2014,B10703035,Join,Leader,Undecided
4974,2014,B08A08024,Join,Member,Undecided
4975,2015,B11401072,Join,Leader,Undecided
4976,2016,B10A02208,Join,Leader,Undecided
4977,2017,B10601072,Join,Leader,Undecided
4978,2018,B11612129,Join,Leader,Undecided
4979,2019,F10941031,Join,Leader,Undecided
4980,2020,R11620016,Join,Leader,Undecided
4981,2021,R09943003,Join,Leader,Undecided
4982,2019,R10921102,Join,Member,Undecided
4983,2019,B10309019,Join,Member,Undecided
4984,2019,B11401004,Join,Member,Undecided
4985,2020,B11B02170,Join,Member,Undecided
4986,2020,B09305028,Join,Member,Undecided
4987,2019,B09707074,Join,Member,Undecided
4988,2020,B11611217,Join,Member,Undecided
4989,2020,B09905020,Join,Member,Undecided
4990,2021,R07221143,Join,Member,Undecided
4991,2022,R11941046,Join,Leader,Undecided
4992,2023,R11923065,Join,Leader,Undecided
4993,2024,F07443010,Join,Leader,Undecided
4994,2022,B11204204,Join,Member,Undecided
4995,2025,B09701A01,Join,Leader,Undecided
4996,2026,B10A03082,Join,Leader,Undecided
4997,2027,B10908037,Join,Leader,Undecided
4998,2028,B08611126,Join,Leader,Undecided
4999,2029,B11705015,Join,Leader,Undecided
5000,2030,R10941057,Join,Leader,Undecided
5001,2031,B11503133,Join,Leader,Undecided
5002,2032,R11H42170,Join,Leader,Undecided
5003,2033,R07221075,Join,Leader,Undecided
5004,2034,B11611044,Join,Leader,Undecided
5005,2035,B09503008,Join,Leader,Undecided
5006,2034,R11940012,Join,Member,Undecided
5007,2036,B11612083,Join,Leader,Undecided
5008,2037,B10703039,Join,Leader,Undecided
5009,2038,B11701102,Join,Leader,Undecided
5010,2039,B09309021,Join,Leader,Undecided
5011,2040,B08101001,Join,Leader,Undecided
5012,2041,R11H41024,Join,Leader,Undecided
5013,2042,B10301029,Join,Leader,Undecided
5014,2043,D03941003,Join,Leader,Undecided
5015,2044,B11705035,Join,Leader,Undecided
5016,2045,B10305016,Join,Leader,Undecided
5017,2046,B11704015,Join,Leader,Undecided
5018,2047,R11521029,Join,Leader,Undecided
5019,2048,R11923077,Join,Leader,Undecided
5020,2049,R11941018,Join,Leader,Undecided
5021,2050,B11104034,Join,Leader,Undecided
5022,2051,B08102106,Join,Leader,Undecided
5023,2052,B10703055,Join,Leader,Undecided
5024,2053,B10A07052,Join,Leader,Undecided
5025,2054,B11701048,Join,Leader,Undecided
5026,2055,D05941025,Join,Leader,Undecided
5027,2053,B10401143,Join,Member,Undecided
5028,2052,B08A01204,Join,Member,Undecided
5029,2051,B11902119,Join,Member,Undecided
5030,2056,B09405020,Join,Leader,Undecided
5031,2057,R10942208,Join,Leader,Undecided
5032,2058,B11611068,Join,Leader,Undecided
5033,2059,B09302019,Join,Leader,Undecided
5034,2058,R11221211,Join,Member,Undecided
5035,2059,B11701040,Join,Member,Undecided
5036,2058,B10A03142,Join,Member,Undecided
5037,2057,B11205003,Join,Member,Undecided
5038,2057,B10602302,Join,Member,Undecided
5039,2059,B11702009,Join,Member,Undecided
5040,2058,B08107039,Join,Member,Undecided
5041,2057,B09701A01,Join,Member,Undecided
5042,2058,B08A02045,Join,Member,Undecided
5043,2059,B11602024,Join,Member,Undecided
5044,2057,B11201016,Join,Member,Undecided
5045,2060,B08202010,Join,Leader,Undecided
5046,2061,B09401004,Join,Leader,Undecided
5047,2062,B11702010,Join,Leader,Undecided
5048,2060,B11502605,Join,Member,Undecided
5049,2061,B08705055,Join,Member,Undecided
5050,2060,B09402022,Join,Member,Undecided
5051,2060,R10624016,Join,Member,Undecided
5052,2061,B11701016,Join,Member,Undecided
5053,2060,R11941075,Join,Member,Undecided
5054,2062,B10205036,Join,Member,Undecided
5055,2062,B09309021,Join,Member,Undecided
5056,2063,B11708025,Join,Leader,Undecided
5057,2064,B08703116,Join,Leader,Undecided
5058,2065,B07A01011,Join,Leader,Undecided
5059,2066,B08101060,Join,Leader,Undecided
5060,2067,R10522037,Join,Leader,Undecided
5061,2068,B07101075,Join,Leader,Undecided
5062,2069,B09402014,Join,Leader,Undecided
5063,2070,B10A04034,Join,Leader,Undecided
5064,2071,R09940015,Join,Leader,Undecided
5065,2071,B08203042,Join,Member,Undecided
5066,2070,B10501001,Join,Member,Undecided
5067,2072,B09701109,Join,Leader,Undecided
5068,2073,B08A02006,Join,Leader,Undecided
5069,2074,B10202013,Join,Leader,Undecided
5070,2075,B09405007,Join,Leader,Undecided
5071,2076,B10603116,Join,Leader,Undecided
5072,2077,B09A05024,Join,Leader,Undecided
5073,2078,R11621019,Join,Leader,Undecided
5074,2079,B10705060,Join,Leader,Undecided
5075,2080,B10701019,Join,Leader,Undecided
5076,2081,B11101004,Join,Leader,Undecided
5077,2079,B11611041,Join,Member,Undecided
5078,2081,R10243010,Join,Member,Undecided
5079,2082,R10722039,Join,Leader,Undecided
5080,2083,B11402160,Join,Leader,Undecided
5081,2084,B09905060,Join,Leader,Undecided
5082,2085,R11256023,Join,Leader,Undecided
5083,2086,R11523142,Join,Leader,Undecided
5084,2087,B06405024,Join,Leader,Undecided
5085,2088,R11A22339,Join,Leader,Undecided
5086,2086,B09901140,Join,Member,Undecided
5087,2085,B11708004,Join,Member,Undecided
5088,2089,B10203020,Join,Leader,Undecided
5089,2090,B08611141,Join,Leader,Undecided
5090,2091,B11802025,Join,Leader,Undecided
5091,2092,F10941101,Join,Leader,Undecided
5092,2093,B11405003,Join,Leader,Undecided
5093,2094,B11402021,Join,Leader,Undecided
5094,2095,B09106023,Join,Leader,Undecided
5095,2096,B09601048,Join,Leader,Undecided
5096,2097,R10728015,Join,Leader,Undecided
5097,2098,R11923077,Join,Leader,Undecided
5098,2099,B09408025,Join,Leader,Undecided
5099,2100,B11618015,Join,Leader,Undecided
5100,2101,F08921141,Join,Leader,Undecided
5101,2102,R10721259,Join,Leader,Undecided
5102,2103,B11601004,Join,Leader,Undecided
5103,2104,B09407054,Join,Leader,Undecided
5104,2105,B11H01037,Join,Leader,Undecided
5105,2106,B09301018,Join,Leader,Undecided
5106,2103,B08902010,Join,Member,Undecided
5107,2100,B11107052,Join,Member,Undecided
5108,2103,B10701073,Join,Member,Undecided
5109,2101,R11942129,Join,Member,Undecided
5110,2106,B11901016,Join,Member,Undecided
5111,2100,B09705035,Join,Member,Undecided
5112,2106,B09601048,Join,Member,Undecided
5113,2099,R11522002,Join,Member,Undecided
5114,2105,B11103040,Join,Member,Undecided
5115,2101,B11701070,Join,Member,Undecided
5116,2101,B11608006,Join,Member,Undecided
5117,2105,B10A03010,Join,Member,Undecided
5118,2099,B10202009,Join,Member,Undecided
5119,2101,B08200012,Join,Member,Undecided
5120,2104,B08801003,Join,Member,Undecided
5121,2104,B11705034,Join,Member,Undecided
5122,2105,B09604013,Join,Member,Undecided
5123,2104,R11223152,Join,Member,Undecided
5124,2099,B09705036,Join,Member,Undecided
5125,2099,B08A02824,Join,Member,Undecided
5126,2100,R11A22036,Join,Member,Undecided
5127,2103,B08100015,Join,Member,Undecided
5128,2103,R10928312,Join,Member,Undecided
5129,2102,B11603039,Join,Member,Undecided
5130,2104,B10503045,Join,Member,Undecided
5131,2102,B08204009,Join,Member,Undecided
5132,2105,B11108024,Join,Member,Undecided
5133,2102,R11251025,Join,Member,Undecided
5134,2106,B11405020,Join,Member,Undecided
5135,2107,B09901013,Join,Leader,Undecided
5136,2108,B11402021,Join,Leader,Undecided
5137,2109,R08123142,Join,Leader,Undecided
5138,2110,R10944013,Join,Leader,Undecided
5139,2111,B11612036,Join,Leader,Undecided
5140,2112,B10301040,Join,Leader,Undecided
5141,2113,B09507033,Join,Leader,Undecided
5142,2113,B09905015,Join,Member,Undecided
5143,2114,R11941037,Join,Leader,Undecided
5144,2115,F10941102,Join,Leader,Undecided
5145,2116,B06400039,Join,Leader,Undecided
5146,2117,B07A01057,Join,Leader,Undecided
5147,2118,D09B43020,Join,Leader,Undecided
5148,2119,B10202054,Join,Leader,Undecided
5149,2120,R10522037,Join,Leader,Undecided
5150,2121,R10621029,Join,Leader,Undecided
5151,2122,B10701150,Join,Leader,Undecided
5152,2123,B08101241,Join,Leader,Undecided
5153,2124,B09102089,Join,Leader,Undecided
5154,2125,B08801003,Join,Leader,Undecided
5155,2123,B11703044,Join,Member,Undecided
5156,2122,B10702087,Join,Member,Undecided
5157,2125,B10301037,Join,Member,Undecided
5158,2126,B11604016,Join,Leader,Undecided
5159,2127,B08501049,Join,Leader,Undecided
5160,2128,B11204035,Join,Leader,Undecided
5161,2129,R10222019,Join,Leader,Undecided
5162,2130,B09602217,Join,Leader,Undecided
5163,2128,B10303042,Join,Member,Undecided
5164,2129,R10642106,Join,Member,Undecided
5165,2130,B09102027,Join,Member,Undecided
5166,2131,R10225014,Join,Leader,Undecided
5167,2132,B09901049,Join,Leader,Undecided
5168,2133,B08707054,Join,Leader,Undecided
5169,2134,F07447030,Join,Leader,Undecided
5170,2131,B09301204,Join,Member,Undecided
5171,2133,B09901057,Join,Member,Undecided
5172,2135,B11901047,Join,Leader,Undecided
5173,2136,B09302024,Join,Leader,Undecided
5174,2137,B09401024,Join,Leader,Undecided
5175,2138,B11609021,Join,Leader,Undecided
5176,2139,B11201003,Join,Leader,Undecided
5177,2136,B09102109,Join,Member,Undecided
5178,2139,B11408003,Join,Member,Undecided
5179,2140,R11523039,Join,Leader,Undecided
5180,2141,B10204038,Join,Leader,Undecided
5181,2142,B10202022,Join,Leader,Undecided
5182,2143,B11101016,Join,Leader,Undecided
5183,2144,B10408056,Join,Leader,Undecided
5184,2145,R11942014,Join,Leader,Undecided
5185,2145,B11611019,Join,Member,Undecided
5186,2146,R11942022,Join,Leader,Undecided
5187,2147,B08506023,Join,Leader,Undecided
5188,2148,B11601045,Join,Leader,Undecided
5189,2146,R10647052,Join,Member,Undecided
5190,2149,B11H01066,Join,Leader,Undecided
5191,2150,B10402013,Join,Leader,Undecided
5192,2151,B09102101,Join,Leader,Undecided
5193,2152,B11401015,Join,Leader,Undecided
5194,2150,B11311098,Join,Member,Undecided
5195,2150,B08A01808,Join,Member,Undecided
5196,2151,R11929011,Join,Member,Undecided
5197,2150,B11502014,Join,Member,Undecided
5198,2150,B11603044,Join,Member,Undecided
5199,2149,R10521016,Join,Member,Undecided
5200,2149,B10908032,Join,Member,Undecided
5201,2152,B10302126,Join,Member,Undecided
5202,2151,B11611808,Join,Member,Undecided
5203,2151,B11205007,Join,Member,Undecided
5204,2151,B09901006,Join,Member,Undecided
5205,2152,B10802102,Join,Member,Undecided
5206,2152,R11621150,Join,Member,Undecided
5207,2152,R10A21070,Join,Member,Undecided
5208,2149,B11102302,Join,Member,Undecided
5209,2153,R09622013,Join,Leader,Undecided
5210,2154,B11B06033,Join,Leader,Undecided
5211,2155,R11945016,Join,Leader,Undecided
5212,2156,B06405009,Join,Leader,Undecided
5213,2157,B10703152,Join,Leader,Undecided
5214,2158,B09A01037,Join,Leader,Undecided
5215,2159,B09601022,Join,Leader,Undecided
5216,2160,B10301168,Join,Leader,Undecided
5217,2161,R11943082,Join,Leader,Undecided
5218,2162,B08A05020,Join,Leader,Undecided
5219,2163,B11602302,Join,Leader,Undecided
5220,2164,B09901111,Join,Leader,Undecided
5221,2165,B10A03008,Join,Leader,Undecided
5222,2166,B11602261,Join,Leader,Undecided
5223,2167,B10202039,Join,Leader,Undecided
5224,2168,B10701025,Join,Leader,Undecided
5225,2169,B10802010,Join,Leader,Undecided
5226,2168,R10944013,Join,Member,Undecided
5227,2169,R10945022,Join,Member,Undecided
5228,2164,R11122109,Join,Member,Undecided
5229,2170,B10B05060,Join,Leader,Undecided
5230,2171,B08309080,Join,Leader,Undecided
5231,2172,B10502083,Join,Leader,Undecided
5232,2171,B11505004,Join,Member,Undecided
5233,2171,B08102009,Join,Member,Undecided
5234,2170,B10611098,Join,Member,Undecided
5235,2172,B08107021,Join,Member,Undecided
5236,2171,B11407033,Join,Member,Undecided
5237,2172,B11602045,Join,Member,Undecided
5238,2171,B09404016,Join,Member,Undecided
5239,2170,B10503038,Join,Member,Undecided
5240,2173,B10501017,Join,Leader,Undecided
5241,2174,B11408015,Join,Leader,Undecided
5242,2175,B11309007,Join,Leader,Undecided
5243,2176,B09702089,Join,Leader,Undecided
5244,2177,B11402002,Join,Leader,Undecided
5245,2178,B08501102,Join,Leader,Undecided
5246,2179,R11627044,Join,Leader,Undecided
5247,2180,B10902014,Join,Leader,Undecided
5248,2178,B08314070,Join,Member,Undecided
5249,2177,R10528053,Join,Member,Undecided
5250,2179,R10A21039,Join,Member,Undecided
5251,2181,R11527052,Join,Leader,Undecided
5252,2182,B10702824,Join,Leader,Undecided
5253,2183,R11942022,Join,Leader,Undecided
5254,2182,R09B29007,Join,Member,Undecided
5255,2184,B11504011,Join,Leader,Undecided
5256,2185,B10601022,Join,Leader,Undecided
5257,2186,B11208056,Join,Leader,Undecided
5258,2187,B08902028,Join,Leader,Undecided
5259,2188,B09602142,Join,Leader,Undecided
5260,2189,R11941159,Join,Leader,Undecided
5261,2190,B09301109,Join,Leader,Undecided
5262,2191,B11207028,Join,Leader,Undecided
5263,2192,R10B40039,Join,Leader,Undecided
5264,2193,B11301150,Join,Leader,Undecided
5265,2194,B10901072,Join,Leader,Undecided
5266,2195,B12112605,Join,Leader,Undecided
5267,2186,B10203150,Join,Member,Undecided
5268,2189,B11612170,Join,Member,Undecided
5269,2193,B11201216,Join,Member,Undecided
5270,2194,B09901070,Join,Member,Undecided
5271,2191,B10403039,Join,Member,Undecided
5272,2185,B08901072,Join,Member,Undecided
5273,2189,B10202039,Join,Member,Undecided
5274,2188,B11602025,Join,Member,Undecided
5275,2192,B11602125,Join,Member,Undecided
5276,2194,B11903057,Join,Member,Undecided
5277,2192,B11406015,Join,Member,Undecided
5278,2186,D03948015,Join,Member,Undecided
5279,2190,B09903026,Join,Member,Undecided
5280,2184,B10201026,Join,Member,Undecided
5281,2184,B08303049,Join,Member,Undecided
5282,2189,B10502302,Join,Member,Undecided
5283,2191,B10708312,Join,Member,Undecided
5284,2192,B09501330,Join,Member,Undecided
5285,2195,R11621004,Join,Member,Undecided
5286,2191,B10702170,Join,Member,Undecided
5287,2191,R09425004,Join,Member,Undecided
5288,2194,R11948024,Join,Member,Undecided
5289,2189,B09901020,Join,Member,Undecided
5290,2195,B10207039,Join,Member,Undecided
5291,2194,B11103082,Join,Member,Undecided
5292,2187,B09A01040,Join,Member,Undecided
5293,2186,R09621091,Join,Member,Undecided
5294,2187,R11941204,Join,Member,Undecided
5295,2192,B09617054,Join,Member,Undecided
5296,2186,R11948037,Join,Member,Undecided
5297,2195,B08901102,Join,Member,Undecided
5298,2193,B09609019,Join,Member,Undecided
5299,2195,B09101017,Join,Member,Undecided
5300,2187,B09501150,Join,Member,Undecided
5301,2193,B11105003,Join,Member,Undecided
5302,2188,B11307036,Join,Member,Undecided
5303,2188,B11402127,Join,Member,Undecided
5304,2190,B10A01126,Join,Member,Undecided
5305,2190,B11104026,Join,Member,Undecided
5306,2190,B11B02010,Join,Member,Undecided
5307,2188,B09602013,Join,Member,Undecided
5308,2185,F10943142,Join,Member,Undecided
5309,2185,B11704204,Join,Member,Undecided
5310,2184,B11807039,Join,Member,Undecided
5311,2187,B11618004,Join,Member,Undecided
5312,2193,B08501101,Join,Member,Undecided
5313,2185,B08701152,Join,Member,Undecided
5314,2196,B09306015,Join,Leader,Undecided
5315,2197,B11305022,Join,Leader,Undecided
5316,2198,B10703077,Join,Leader,Undecided
5317,2199,B05301017,Join,Leader,Undecided
5318,2200,B07A02054,Join,Leader,Undecided
5319,2201,B09105033,Join,Leader,Undecided
5320,2197,T11305003,Join,Member,Undecided
5321,2199,B10103049,Join,Member,Undecided
5322,2200,B10508056,Join,Member,Undecided
5323,2196,B10605014,Join,Member,Undecided
5324,2202,B08A07074,Join,Leader,Undecided
5325,2203,B11707027,Join,Leader,Undecided
5326,2204,B08701053,Join,Leader,Undecided
5327,2203,B11404034,Join,Member,Undecided
5328,2202,R07221A01,Join,Member,Undecided
5329,2204,B10607030,Join,Member,Undecided
5330,2203,B10201150,Join,Member,Undecided
5331,2202,R11442261,Join,Member,Undecided
5332,2202,R10722127,Join,Member,Undecided
5333,2204,B09A01240,Join,Member,Undecided
5334,2204,B10503023,Join,Member,Undecided
5335,2202,B09A07027,Join,Member,Undecided
5336,2203,B05307033,Join,Member,Undecided
5337,2205,B10507013,Join,Leader,Undecided
5338,2206,R10224025,Join,Leader,Undecided
5339,2207,B10107A03,Join,Leader,Undecided
5340,2208,B08800016,Join,Leader,Undecided
5341,2209,B11H04049,Join,Leader,Undecided
5342,2210,B12114012,Join,Leader,Undecided
5343,2211,B11H05017,Join,Leader,Undecided
5344,2212,B11302054,Join,Leader,Undecided
5345,2213,B09601025,Join,Leader,Undecided
5346,2214,B10201168,Join,Leader,Undecided
5347,2215,B11901046,Join,Leader,Undecided
5348,2216,B11103068,Join,Leader,Undecided
5349,2217,B09102004,Join,Leader,Undecided
5350,2218,B09600047,Join,Leader,Undecided
5351,2219,B11103003,Join,Leader,Undecided
5352,2220,R11251011,Join,Leader,Undecided
5353,2221,B09705035,Join,Leader,Undecided
5354,2222,B07403035,Join,Leader,Undecided
5355,2223,F10941025,Join,Leader,Undecided
5356,2224,B08302036,Join,Leader,Undecided
5357,2225,R11222033,Join,Leader,Undecided
5358,2226,B10101029,Join,Leader,Undecided
5359,2227,B10205026,Join,Leader,Undecided
5360,2224,B10703055,Join,Member,Undecided
5361,2224,R11A25005,Join,Member,Undecided
5362,2224,R10145016,Join,Member,Undecided
5363,2224,R09626041,Join,Member,Undecided
5364,2226,R09423026,Join,Member,Undecided
5365,2226,B10101029,Join,Member,Undecided
5366,2225,B10701018,Join,Member,Undecided
5367,2225,B08303018,Join,Member,Undecided
5368,2227,R10941102,Join,Member,Undecided
5369,2226,B11901808,Join,Member,Undecided
5370,2225,F07444025,Join,Member,Undecided
5371,2228,B08A02027,Join,Leader,Undecided
5372,2229,B11605014,Join,Leader,Undecided
5373,2230,B08901259,Join,Leader,Undecided
5374,2231,B10508003,Join,Leader,Undecided
5375,2232,F10942125,Join,Leader,Undecided
5376,2231,B09502100,Join,Member,Undecided
5377,2230,B10501037,Join,Member,Undecided
5378,2230,B11601140,Join,Member,Undecided
5379,2230,B09101097,Join,Member,Undecided
5380,2232,B11401070,Join,Member,Undecided
5381,2230,B11105007,Join,Member,Undecided
5382,2231,B09304093,Join,Member,Undecided
5383,2231,B09301037,Join,Member,Undecided
5384,2232,B06401207,Join,Member,Undecided
5385,2232,B11104013,Join,Member,Undecided
5386,2233,B10307036,Join,Leader,Undecided
5387,2234,B10202106,Join,Leader,Undecided
5388,2235,B12112033,Join,Leader,Undecided
5389,2236,B09907021,Join,Leader,Undecided
5390,2237,B09904081,Join,Leader,Undecided
5391,2238,D03949011,Join,Leader,Undecided
5392,2239,B10501079,Join,Leader,Undecided
5393,2240,B11701240,Join,Leader,Undecided
5394,2241,B08611011,Join,Leader,Undecided
5395,2242,B08319019,Join,Leader,Undecided
5396,2243,B10A01026,Join,Leader,Undecided
5397,2243,B11701165,Join,Member,Undecided
5398,2244,B09301365,Join,Leader,Undecided
5399,2245,R11251152,Join,Leader,Undecided
5400,2246,R10641143,Join,Leader,Undecided
5401,2247,B11701024,Join,Leader,Undecided
5402,2248,B10701068,Join,Leader,Undecided
5403,2249,B10A01102,Join,Leader,Undecided
5404,2244,B07405060,Join,Member,Undecided
5405,2249,B09501079,Join,Member,Undecided
