group_ID,publisher_ID,publish_time,content
13023,B09404204,2023/10/18 07:35,今天晚上十點開會
1761,B09401004,2023/9/18 14:43,今天在綜合討論室開會
12782,B10701012,2023/10/3 21:56,今天討論報告主題
19111,B11707030,2023/11/26 22:46,今天晚上九點開會
714,B11402034,2023/10/29 22:08,今天晚上九點半開會
4859,B11605016,2023/10/21 21:52,今天討論實作方法
14397,B11101004,2023/9/10 20:35,今天討論實作方法
11582,B10302084,2023/11/23 10:32,今天晚上十點開會
15535,R11323008,2023/10/6 11:27,今天晚上九點半開會
10179,F10944026,2023/10/13 19:25,今天討論報告主題
7232,B09302302,2023/9/12 21:22,今天討論實作方法
11136,R10928053,2023/11/6 17:36,今天討論工作分配
75,B08A06044,2023/10/24 13:20,今天晚上九點開會
15425,B11702025,2023/9/8 01:39,今天在總圖討論室開會
6080,B09901150,2023/11/4 05:28,今天晚上八點開會
9757,B11705034,2023/10/26 00:48,今天在星巴克開會
11610,B10702010,2023/11/25 06:49,今天在露易莎開會
15689,B11100012,2023/12/7 03:10,今天晚上十點開會
21048,B11702605,2023/9/4 14:08,今天在露易莎開會
14345,B09502102,2023/10/3 01:28,今天晚上九點半開會
16049,B10308003,2023/11/21 03:57,今天晚上九點半開會
10624,B09402028,2023/11/6 06:27,今天在總圖討論室開會
3885,B09904026,2023/10/25 02:46,今天晚上十點開會
4721,B11101101,2023/11/28 20:33,今天討論工作分配
1098,B10602006,2023/10/16 13:58,今天討論工作分配
17532,B11302102,2023/10/13 11:50,今天討論報告主題
1467,D10624017,2023/11/7 08:07,今天開會完成報告書
6282,B09703015,2023/9/28 19:18,今天晚上八點半開會
5368,B09603042,2023/12/5 22:02,今天晚上九點開會
7016,B09611042,2023/9/30 20:58,今天晚上九點開會
6998,B08904038,2023/10/9 17:19,今天在星巴克開會
10690,B10609011,2023/9/21 07:02,今天在露易莎開會
1321,B10201075,2023/11/25 05:10,今天晚上八點半開會
7584,B10603009,2023/10/22 07:33,今天在綜合討論室開會
24,B10401011,2023/9/9 07:53,今天在總圖討論室開會
4390,B10401017,2023/10/25 17:37,今天晚上九點開會
9716,R11942339,2023/9/21 20:41,今天討論報告主題
4126,R11944034,2023/9/9 23:55,今天討論實驗結果
15061,B11603039,2023/11/30 01:07,今天晚上十點開會
6381,B09306028,2023/11/11 09:52,今天晚上八點開會
16423,B10102638,2023/9/13 03:03,今天晚上十點開會
14830,B08A07044,2023/11/26 23:31,今天晚上十點開會
1879,B08806020,2023/9/22 06:43,今天晚上十點開會
21270,B11611006,2023/11/1 20:22,今天晚上九點開會
2936,B10102355,2023/10/21 13:52,今天在綜合討論室開會
9355,B10A05005,2023/9/26 11:03,今天討論工作分配
577,R11743003,2023/10/8 20:19,今天在系管一樓開會
6100,R10623048,2023/9/22 22:22,今天討論實驗結果
1101,R11225039,2023/10/19 01:15,今天在總圖討論室開會
1814,R10245004,2023/10/7 14:01,今天在綜合討論室開會
3992,R10522100,2023/9/30 13:48,今天晚上九點半開會
16699,R11A21014,2023/9/8 05:56,今天討論實驗結果
8210,B11702043,2023/11/16 01:09,今天在露易莎開會
10555,R11251309,2023/11/23 16:45,今天討論報告主題
12012,B10802010,2023/11/14 22:17,今天在總圖討論室開會
10593,B08616033,2023/12/2 04:05,今天晚上十點開會
14668,B11102027,2023/11/12 05:55,今天開會完成報告書
14409,B10202029,2023/9/4 15:20,今天討論實作方法
5531,B09601152,2023/11/18 05:15,今天在露易莎開會
17372,B08605015,2023/10/28 19:46,今天討論實作方法
8624,B10403022,2023/11/3 11:35,今天晚上八點半開會
17207,R07222010,2023/12/2 02:35,今天討論報告主題
12695,R10944049,2023/9/6 20:25,今天討論工作分配
17170,B10405004,2023/11/7 13:05,今天在星巴克開會
4280,B11107039,2023/9/18 21:24,今天討論實作方法
7690,B09101004,2023/9/14 04:50,今天討論工作分配
16474,B11303040,2023/10/10 09:39,今天晚上十點開會
6894,B11402031,2023/10/1 20:59,今天在綜合討論室開會
20180,B10701168,2023/10/31 20:03,今天晚上八點半開會
10855,B10A05003,2023/10/31 15:00,今天晚上八點開會
259,B10A01079,2023/9/22 15:43,今天在露易莎開會
6809,B11507210,2023/9/23 02:25,今天在總圖討論室開會
14014,B08612091,2023/12/12 10:42,今天在綜合討論室開會
11626,B10602638,2023/11/2 03:43,今天討論報告主題
8724,B11101026,2023/9/23 09:34,今天討論報告主題
13006,B08905016,2023/10/2 22:34,今天晚上九點半開會
2392,B08101037,2023/9/23 11:00,今天晚上九點半開會
4991,B08201108,2023/12/5 14:35,今天開會完成報告書
18062,F08921019,2023/9/21 13:18,今天晚上十點開會
8192,B09102125,2023/10/27 04:51,今天晚上九點開會
169,B10701020,2023/12/9 23:49,今天討論實作方法
17118,B10702119,2023/9/17 11:01,今天在系管一樓開會
12408,B11101241,2023/12/8 20:17,今天在總圖討論室開會
12728,R10521029,2023/10/22 00:17,今天晚上十點開會
7666,B09903042,2023/10/16 12:19,今天討論報告主題
8525,B07A01040,2023/9/20 18:35,今天晚上八點半開會
14481,B11B01015,2023/12/8 22:32,今天討論工作分配
13380,B10801043,2023/11/22 04:49,今天開會完成報告書
19873,B08105055,2023/10/31 02:54,今天晚上十點開會
19771,R11943152,2023/12/6 06:09,今天晚上八點半開會
7036,B11612070,2023/10/6 18:43,今天晚上九點半開會
2041,R11H41024,2023/11/2 02:45,今天晚上十點開會
11536,B11502027,2023/9/17 15:49,今天在系管一樓開會
19175,B09203003,2023/9/7 12:32,今天晚上十點開會
3024,B09702160,2023/11/17 22:49,今天晚上十點開會
5627,B11602009,2023/9/17 21:31,今天晚上八點開會
2622,R11628024,2023/9/26 19:25,今天在露易莎開會
275,B08614009,2023/10/7 00:34,今天在星巴克開會
2772,B10205026,2023/10/28 06:48,今天在總圖討論室開會
18800,B10302100,2023/9/23 20:12,今天在總圖討論室開會
4690,B08612102,2023/12/5 07:01,今天晚上八點開會
6824,R08125028,2023/11/12 05:22,今天在系管一樓開會
12542,B07105022,2023/11/9 08:18,今天晚上十點開會
12951,F07441092,2023/11/1 09:31,今天晚上八點開會
11473,T11305003,2023/12/9 04:11,今天在系管一樓開會
19141,B09108006,2023/12/7 02:20,今天在總圖討論室開會
7328,B09401330,2023/12/10 14:18,今天討論實驗結果
20947,B10501037,2023/10/8 12:45,今天晚上九點半開會
12695,R10944049,2023/9/8 03:03,今天討論實作方法
16679,R11124015,2023/11/13 10:13,今天晚上八點半開會
8460,B08107021,2023/10/4 08:23,今天在露易莎開會
7714,B10801056,2023/9/25 10:21,今天晚上九點半開會
5677,R10921011,2023/10/19 01:30,今天在系管一樓開會
15079,B06201101,2023/9/21 10:27,今天在露易莎開會
16877,B11301150,2023/11/19 14:19,今天討論實作方法
1431,R11523036,2023/9/18 01:55,今天晚上八點半開會
4186,B07A01309,2023/11/9 12:06,今天討論工作分配
18193,B09703020,2023/10/3 18:27,今天開會完成報告書
10074,B09106028,2023/10/13 15:11,今天在系管一樓開會
8971,R10924012,2023/9/9 01:22,今天晚上八點開會
10702,B11403042,2023/9/7 02:23,今天晚上八點半開會
15604,B11603010,2023/11/30 08:08,今天在星巴克開會
12362,R11A21025,2023/9/17 19:50,今天在總圖討論室開會
2110,R10944013,2023/12/8 04:06,今天討論實作方法
16360,B11105004,2023/9/14 07:40,今天開會完成報告書
15973,B10302031,2023/11/20 09:03,今天討論實作方法
5169,B10401004,2023/11/2 00:39,今天晚上八點開會
8175,B10807023,2023/11/3 12:46,今天討論實驗結果
3289,B11902142,2023/10/9 08:31,今天討論實驗結果
16798,R11942036,2023/9/30 03:20,今天討論實驗結果
10086,B10302605,2023/10/13 20:56,今天討論工作分配
9680,R11443057,2023/9/23 01:11,今天在總圖討論室開會
4835,B08800015,2023/10/4 22:02,今天開會完成報告書
6245,B11704011,2023/12/11 11:43,今天在綜合討論室開會
6707,B10403003,2023/11/17 19:35,今天在總圖討論室開會
1532,B11205060,2023/12/11 13:28,今天討論報告主題
1335,B11106041,2023/11/8 13:40,今天在星巴克開會
7243,R11921070,2023/9/10 14:08,今天討論實作方法
8119,R10722039,2023/11/2 05:58,今天晚上八點開會
18935,R10541111,2023/9/10 12:59,今天晚上八點開會
14294,B10401143,2023/11/1 19:55,今天在露易莎開會
18158,B11601044,2023/11/21 13:34,今天晚上八點開會
4304,B11602106,2023/11/4 18:14,今天在綜合討論室開會
18794,B10401039,2023/11/21 01:10,今天在總圖討論室開會
4258,R11641126,2023/9/17 00:30,今天晚上十點開會
15988,B09301039,2023/11/29 22:35,今天晚上八點開會
11758,B08109015,2023/9/14 04:47,今天討論工作分配
12680,R11523015,2023/11/15 07:34,今天晚上九點開會
3349,B09607036,2023/12/8 16:19,今天晚上十點開會
19044,B10102089,2023/9/29 01:17,今天晚上九點開會
2245,R11251152,2023/10/19 11:13,今天在總圖討論室開會
15635,B09702011,2023/10/31 19:30,今天在露易莎開會
12921,B08103032,2023/9/16 23:57,今天晚上十點開會
8152,B09605022,2023/10/21 06:05,今天晚上九點半開會
5261,B10104049,2023/10/21 04:59,今天在系管一樓開會
4053,B10600027,2023/10/19 18:50,今天在星巴克開會
11916,B08A07057,2023/9/11 16:27,今天晚上九點開會
8257,R10242054,2023/11/4 10:32,今天討論報告主題
5585,B11901037,2023/12/10 22:05,今天討論實驗結果
13315,B10701309,2023/9/24 23:06,今天討論實作方法
517,B10505004,2023/9/13 10:11,今天在總圖討論室開會
10261,B09703026,2023/11/27 11:38,今天晚上九點半開會
18358,B11402056,2023/11/13 07:40,今天討論實作方法
2303,B10802151,2023/10/23 19:26,今天在星巴克開會
9677,B09301241,2023/9/18 19:31,今天討論實驗結果
8154,B10501072,2023/12/11 19:18,今天在綜合討論室開會
5806,B09904015,2023/10/17 16:42,今天在露易莎開會
18133,B11612106,2023/9/17 05:06,今天晚上十點開會
8321,F10949019,2023/12/12 09:53,今天在露易莎開會
15197,B08302036,2023/11/28 16:40,今天在星巴克開會
2940,B10308003,2023/9/24 16:09,今天晚上九點開會
5343,B09309080,2023/10/11 08:08,今天晚上九點開會
17844,B10106041,2023/12/7 17:34,今天晚上八點半開會
9613,B09613044,2023/12/7 00:09,今天在星巴克開會
6730,B11615016,2023/9/30 18:15,今天在綜合討論室開會
9330,B10201216,2023/9/24 10:11,今天在星巴克開會
965,F08523028,2023/10/20 10:21,今天在綜合討論室開會
12296,B10601019,2023/12/4 07:03,今天晚上九點開會
9985,B09901004,2023/10/28 21:32,今天討論報告主題
7123,B10701011,2023/11/15 05:46,今天討論實驗結果
17805,B11611015,2023/10/10 03:05,今天在露易莎開會
17731,B09704013,2023/10/16 07:01,今天晚上八點開會
15672,B10701006,2023/10/9 23:31,今天晚上八點開會
5617,B11703118,2023/9/26 14:18,今天討論報告主題
13018,B11108004,2023/11/13 11:51,今天在綜合討論室開會
14211,B09703036,2023/9/26 00:59,今天晚上八點半開會
16889,B11101207,2023/10/19 15:36,今天晚上八點半開會
7546,B09612013,2023/9/9 08:33,今天晚上九點開會
2965,B08A07074,2023/10/4 14:20,今天晚上九點半開會
12398,B11901165,2023/9/6 20:20,今天在系管一樓開會
11753,B12111066,2023/11/20 23:57,今天討論報告主題
13710,B11101047,2023/11/18 05:48,今天討論實驗結果
13941,B11201024,2023/10/18 10:05,今天在星巴克開會
8006,B08901241,2023/10/26 22:49,今天討論工作分配
9624,B11B01240,2023/11/27 11:18,今天討論實驗結果
6083,R11945020,2023/10/29 16:31,今天討論報告主題
8881,B11602208,2023/11/9 05:43,今天在總圖討論室開會
21236,R09B23050,2023/11/3 15:52,今天在露易莎開會
21154,R11741015,2023/9/30 13:47,今天晚上十點開會
7376,B10304093,2023/10/18 09:33,今天晚上十點開會
979,R11921026,2023/10/14 20:41,今天晚上十點開會
15441,B08303018,2023/9/5 04:49,今天在露易莎開會
20277,R10941042,2023/9/30 08:17,今天在總圖討論室開會
14282,B11B04013,2023/12/1 15:27,今天在綜合討論室開會
181,B11601011,2023/10/30 01:18,今天晚上八點開會
14895,B11602638,2023/10/25 11:02,今天在總圖討論室開會
12822,B10107020,2023/9/29 16:34,今天討論工作分配
16163,B10201016,2023/11/30 00:58,今天討論報告主題
14479,B11403055,2023/9/30 10:27,今天討論報告主題
13699,B10103137,2023/11/16 05:47,今天在露易莎開會
12498,B11106035,2023/11/22 17:09,今天開會完成報告書
1974,B10206015,2023/10/15 23:47,今天晚上十點開會
16488,R10141042,2023/10/27 02:09,今天在露易莎開會
3934,B10603082,2023/11/5 01:56,今天在星巴克開會
18294,B10501053,2023/9/19 10:05,今天晚上十點開會
13833,B10205036,2023/12/5 14:39,今天開會完成報告書
5972,B09804093,2023/11/22 19:20,今天在露易莎開會
18944,B08616033,2023/9/6 02:11,今天在綜合討論室開會
8124,B11408037,2023/10/18 18:13,今天晚上九點開會
11777,B11401111,2023/10/3 19:24,今天晚上九點開會
4602,R11A25005,2023/10/17 06:14,今天開會完成報告書
3100,B10201159,2023/10/8 09:50,今天晚上九點開會
18352,B08901037,2023/10/2 07:44,今天討論實驗結果
18366,R11222033,2023/11/14 13:16,今天討論報告主題
20737,B10204016,2023/11/8 03:43,今天討論實作方法
2252,B11201039,2023/10/22 09:51,今天在露易莎開會
1555,R10148053,2023/10/7 11:50,今天討論實作方法
1341,B08612101,2023/10/28 11:17,今天晚上十點開會
937,B09502638,2023/11/21 13:13,今天在總圖討論室開會
18512,B10B02106,2023/11/25 11:20,今天討論報告主題
11991,B10304016,2023/9/13 20:56,今天晚上八點半開會
2124,B09102089,2023/12/11 09:58,今天晚上九點開會
13229,B11202005,2023/10/15 23:38,今天晚上八點開會
7214,R11746023,2023/10/22 08:56,今天在系管一樓開會
14128,R11252217,2023/11/22 13:15,今天討論工作分配
4266,B11201070,2023/10/11 08:16,今天討論工作分配
18983,B08102039,2023/9/7 22:26,今天討論實驗結果
10762,B11905017,2023/12/3 11:39,今天在總圖討論室開會
10744,B10305005,2023/10/10 10:27,今天開會完成報告書
2848,B11401037,2023/9/28 16:01,今天在總圖討論室開會
14147,B08202115,2023/11/20 21:36,今天在星巴克開會
17034,B09701006,2023/11/19 07:43,今天在星巴克開會
7344,B11601092,2023/11/17 21:38,今天晚上九點半開會
12935,B11401101,2023/9/16 20:11,今天晚上八點開會
20925,B11502010,2023/10/19 08:00,今天在露易莎開會
7649,B11407019,2023/9/10 02:51,今天在系管一樓開會
9836,R11441109,2023/10/15 06:14,今天討論報告主題
2976,B10609080,2023/9/13 04:27,今天在露易莎開會
20910,B09402009,2023/11/2 18:33,今天討論工作分配
17982,B11405024,2023/10/30 19:47,今天在總圖討論室開會
480,B11605022,2023/10/25 05:45,今天在系管一樓開會
18068,B11605014,2023/11/16 04:31,今天晚上八點開會
19309,B09702011,2023/12/3 22:03,今天在系管一樓開會
720,B08703035,2023/9/24 04:20,今天在星巴克開會
2153,R09622013,2023/10/16 01:46,今天在系管一樓開會
7871,T11302006,2023/10/12 03:51,今天在露易莎開會
15317,B11604119,2023/12/11 14:42,今天晚上九點半開會
2801,B11604026,2023/10/19 18:04,今天在系管一樓開會
5573,R10721097,2023/9/30 19:23,今天討論實驗結果
647,B11905022,2023/9/8 01:47,今天開會完成報告書
910,B11619021,2023/11/24 19:03,今天在綜合討論室開會
15873,B11103082,2023/9/9 11:55,今天討論實作方法
9435,R10621049,2023/9/11 17:30,今天討論實驗結果
18472,R11222010,2023/10/9 06:55,今天晚上十點開會
9527,B11902129,2023/11/13 20:11,今天討論實驗結果
1423,B10904204,2023/11/20 00:03,今天開會完成報告書
12749,B07A01108,2023/10/17 04:51,今天晚上八點半開會
6387,B09707020,2023/11/6 11:39,今天討論報告主題
15392,B11701001,2023/10/21 09:44,今天在綜合討論室開會
11424,B11604049,2023/9/13 06:05,今天在系管一樓開會
7591,B10A01153,2023/12/7 16:35,今天晚上八點半開會
11142,R11945024,2023/11/2 15:49,今天在總圖討論室開會
417,B10703150,2023/11/7 17:14,今天討論實作方法
632,B09507074,2023/9/18 02:45,今天在綜合討論室開會
1103,B08903038,2023/11/25 11:22,今天在綜合討論室開會
4193,R11H41330,2023/10/12 02:17,今天晚上十點開會
13927,B11905033,2023/10/13 13:47,今天晚上九點開會
16201,B11405039,2023/9/18 05:11,今天在系管一樓開會
5162,B10601024,2023/9/7 17:51,今天在星巴克開會
9219,B06401024,2023/10/29 14:12,今天討論實驗結果
8846,B11605007,2023/10/8 14:07,今天晚上八點半開會
10899,B10201024,2023/12/2 11:05,今天開會完成報告書
12225,B09702034,2023/10/21 22:11,今天開會完成報告書
18084,B11704004,2023/10/19 01:25,今天開會完成報告書
7317,F09541043,2023/9/13 15:54,今天晚上九點開會
13340,B08611152,2023/11/17 20:57,今天在系管一樓開會
17888,B09802070,2023/10/18 05:56,今天討論報告主題
527,B11605004,2023/9/10 06:20,今天在系管一樓開會
6349,B10A03055,2023/11/18 16:11,今天在星巴克開會
382,B11106035,2023/10/11 20:16,今天在綜合討論室開會
11660,R11624011,2023/12/4 11:19,今天晚上九點半開會
2726,R10A26044,2023/11/25 13:20,今天在星巴克開會
3024,B09702160,2023/10/31 14:33,今天在總圖討論室開會
17125,B11601022,2023/10/3 11:20,今天晚上八點半開會
20356,B11H04119,2023/10/12 10:16,今天在總圖討論室開會
2310,B10301073,2023/9/8 19:25,今天討論工作分配
3532,B10506033,2023/11/5 16:20,今天在星巴克開會
20598,B11612142,2023/11/20 16:36,今天晚上九點開會
10660,B11603010,2023/10/1 07:47,今天在總圖討論室開會
15443,R11251022,2023/11/11 03:34,今天在綜合討論室開會
3590,B11703032,2023/11/3 23:06,今天晚上八點半開會
1497,B08105022,2023/10/27 02:58,今天晚上九點開會
16387,F08921004,2023/10/28 23:18,今天開會完成報告書
17386,B10401072,2023/11/25 19:35,今天晚上八點開會
13125,B10505004,2023/10/8 00:31,今天晚上九點開會
5251,B11401259,2023/9/5 05:00,今天在星巴克開會
15882,B10701004,2023/11/5 15:56,今天在星巴克開會
5998,B11702102,2023/9/11 18:03,今天討論實驗結果
7644,B09404034,2023/9/10 01:49,今天討論實作方法
16433,B09303020,2023/11/24 06:24,今天討論實作方法
19879,B10201015,2023/12/9 00:18,今天晚上九點開會
12894,B10501043,2023/12/8 17:20,今天討論報告主題
11199,R10921024,2023/9/10 15:47,今天晚上十點開會
6999,B11701039,2023/11/24 17:28,今天在露易莎開會
11807,R11621053,2023/9/22 13:49,今天在系管一樓開會
9647,R10527A03,2023/11/27 23:03,今天在系管一樓開會
7533,B11601068,2023/10/25 08:45,今天開會完成報告書
17970,R10942006,2023/10/6 19:23,今天在星巴克開會
11783,R11H46028,2023/10/3 10:31,今天討論實作方法
20597,B09703036,2023/12/11 07:46,今天在星巴克開會
14570,B09802127,2023/10/16 06:14,今天在露易莎開會
7659,B10205026,2023/11/12 09:02,今天討論實作方法
20480,B11B01365,2023/11/24 01:31,今天晚上九點開會
18426,B10204025,2023/12/1 12:25,今天在星巴克開會
7520,D03941026,2023/11/7 08:39,今天在星巴克開會
11630,B12111168,2023/10/4 05:05,今天晚上八點開會
10441,B10203048,2023/12/3 00:40,今天晚上八點開會
21203,R10941204,2023/10/18 18:25,今天晚上八點開會
3532,B10506033,2023/11/30 13:38,今天討論工作分配
6334,B10105022,2023/11/6 05:10,今天開會完成報告書
11520,B08A01049,2023/12/9 05:04,今天晚上九點開會
3940,R11942101,2023/11/5 11:49,今天討論實驗結果
5438,B08701052,2023/9/6 23:32,今天在系管一樓開會
12683,B09501120,2023/10/24 00:05,今天晚上九點半開會
13295,B11901075,2023/9/23 20:34,今天在星巴克開會
10397,B10108037,2023/11/16 00:01,今天晚上八點開會
5179,F07448032,2023/11/6 23:23,今天晚上八點半開會
1788,B11602013,2023/11/21 08:51,今天在系管一樓開會
13933,B09501018,2023/9/12 07:49,今天在露易莎開會
972,B10502217,2023/12/3 15:45,今天開會完成報告書
7140,R11228024,2023/12/1 23:30,今天晚上八點開會
4383,B10503042,2023/12/2 00:42,今天討論報告主題
12320,B10702261,2023/10/7 13:04,今天晚上十點開會
1795,F10943026,2023/9/15 18:10,今天開會完成報告書
3714,B10105014,2023/9/16 11:09,今天討論工作分配
7216,B10201040,2023/11/24 02:01,今天在總圖討論室開會
20937,B11401044,2023/9/7 06:40,今天在系管一樓開會
16498,B09700015,2023/9/28 16:40,今天在系管一樓開會
1942,R11943012,2023/10/2 06:47,今天在露易莎開會
9480,B09901365,2023/9/19 13:11,今天晚上十點開會
8858,B11901044,2023/11/30 08:05,今天開會完成報告書
2300,B08301053,2023/11/12 07:21,今天討論工作分配
17669,B10206015,2023/9/14 21:50,今天討論實驗結果
7281,B07A07021,2023/9/23 01:39,今天討論報告主題
19103,B11B07013,2023/11/21 23:08,今天討論實作方法
5135,B10405015,2023/10/24 10:06,今天在綜合討論室開會
1710,B11702028,2023/9/28 14:36,今天在星巴克開會
5075,B09104013,2023/11/20 19:09,今天討論工作分配
6566,B08612010,2023/11/30 09:47,今天在露易莎開會
12548,B11H05005,2023/11/30 04:25,今天討論實驗結果
7421,T11302006,2023/10/15 20:06,今天在總圖討論室開會
4807,B11501006,2023/9/23 10:39,今天晚上八點半開會
13299,B11904035,2023/12/11 23:07,今天晚上八點開會
9982,B10704038,2023/10/26 13:36,今天晚上十點開會
7579,B09601217,2023/10/24 19:16,今天開會完成報告書
16479,B11907055,2023/10/27 08:01,今天開會完成報告書
21188,B09706028,2023/10/10 04:09,今天在星巴克開會
15617,B11201102,2023/9/12 01:41,今天在露易莎開會
10679,B11401072,2023/10/8 18:46,今天討論實驗結果
2464,B11307055,2023/12/7 20:47,今天晚上八點半開會
16660,B10301020,2023/9/22 21:56,今天晚上九點半開會
15039,R10143038,2023/10/18 03:01,今天討論實作方法
18522,B09707020,2023/10/1 11:38,今天討論工作分配
15210,B11503042,2023/11/30 10:20,今天開會完成報告書
5385,B11505020,2023/9/6 00:03,今天晚上八點開會
15003,R11250012,2023/9/5 09:03,今天討論實作方法
19082,B09402029,2023/11/21 08:14,今天討論實驗結果
422,B08505016,2023/10/20 11:21,今天在星巴克開會
5380,B10901019,2023/9/29 22:22,今天開會完成報告書
14012,B10307074,2023/11/29 07:50,今天在總圖討論室開會
18206,B09901052,2023/10/29 04:49,今天在露易莎開會
9107,F07441365,2023/9/14 02:06,今天晚上九點半開會
8464,B08302045,2023/9/6 08:42,今天在總圖討論室開會
581,B09704034,2023/10/21 16:47,今天討論實驗結果
4569,B10102824,2023/11/29 02:17,今天討論報告主題
12635,R10522101,2023/9/20 18:19,今天討論工作分配
15641,B09402170,2023/9/18 15:03,今天在系管一樓開會
10882,R11741120,2023/9/13 10:18,今天晚上九點開會
1592,B11403018,2023/9/15 18:30,今天討論實驗結果
8838,B11101141,2023/11/22 19:51,今天討論實作方法
2668,B10203023,2023/10/24 00:28,今天討論實作方法
20297,B09901346,2023/11/25 03:59,今天晚上八點開會
17650,B08616035,2023/11/13 07:34,今天在星巴克開會
5339,B10505024,2023/11/24 15:43,今天開會完成報告書
391,B11612024,2023/10/13 16:08,今天在綜合討論室開會
6718,B10701011,2023/12/5 00:52,今天討論工作分配
17648,R11227013,2023/12/2 05:54,今天在星巴克開會
133,B08305022,2023/12/6 16:29,今天晚上八點開會
18182,B11202106,2023/12/11 07:09,今天在總圖討論室開會
591,B09902084,2023/11/29 13:26,今天晚上八點半開會
21203,B08319026,2023/10/30 04:02,今天晚上八點開會
4957,D03949026,2023/11/2 22:37,今天晚上八點半開會
19885,T11301159,2023/12/10 12:03,今天在露易莎開會
15217,R09424013,2023/10/21 19:44,今天在系管一樓開會
6483,B11509019,2023/11/11 13:12,今天在露易莎開會
1296,R10521057,2023/12/12 08:49,今天討論實作方法
17511,B08102002,2023/10/27 10:03,今天討論工作分配
898,B08105022,2023/10/21 16:05,今天在系管一樓開會
13322,B10701053,2023/9/12 22:26,今天在露易莎開會
14751,B11607054,2023/12/1 08:59,今天討論報告主題
3392,B10201056,2023/9/19 03:24,今天在露易莎開會
12917,R11441092,2023/10/19 01:11,今天討論報告主題
20871,D01942021,2023/12/9 00:36,今天在綜合討論室開會
445,B09802045,2023/9/25 22:58,今天晚上八點開會
19511,B11105003,2023/11/26 07:38,今天晚上九點半開會
13006,B08905016,2023/11/23 07:04,今天在總圖討論室開會
6038,B10902010,2023/12/8 14:14,今天在總圖討論室開會
12526,B10601024,2023/11/4 09:40,今天晚上八點開會
10477,B09101016,2023/10/30 07:26,今天晚上九點半開會
16108,B10802261,2023/11/29 11:33,今天討論報告主題
7220,B09101004,2023/12/10 04:38,今天在總圖討論室開會
14229,B10201045,2023/10/17 04:26,今天晚上八點開會
7366,B11611070,2023/11/10 20:18,今天晚上九點半開會
15274,R10542027,2023/10/29 16:42,今天在露易莎開會
19659,B08103022,2023/11/5 16:23,今天討論工作分配
12030,D09B45060,2023/9/4 04:58,今天在星巴克開會
3216,B09907052,2023/11/25 01:30,今天在星巴克開會
11817,R11948024,2023/11/11 20:49,今天討論實作方法
19102,B09617054,2023/11/17 01:52,今天在露易莎開會
7128,R10541079,2023/9/20 10:02,今天晚上八點開會
15243,R11943003,2023/9/23 03:26,今天討論實作方法
16319,R11941098,2023/10/5 07:31,今天晚上八點半開會
15873,B11103082,2023/11/29 13:21,今天討論實驗結果
9672,B11205007,2023/10/30 16:05,今天晚上九點半開會
14140,B11702006,2023/9/8 13:15,今天在系管一樓開會
18313,B07A02102,2023/9/21 21:06,今天討論實驗結果
5601,B09803057,2023/9/26 21:54,今天晚上九點開會
5403,B11701241,2023/11/10 19:04,今天在露易莎開會
21180,B11707030,2023/12/3 01:49,今天在綜合討論室開會
5723,B11602037,2023/10/22 01:50,今天在露易莎開會
14975,B09405020,2023/11/20 20:22,今天討論實作方法
8477,R10142043,2023/11/13 11:44,今天開會完成報告書
12863,B11704038,2023/12/12 20:39,今天晚上九點半開會
19240,B10408056,2023/11/28 06:05,今天討論實作方法
10537,B10202043,2023/11/9 13:22,今天討論實作方法
14691,B08901241,2023/10/28 05:05,今天晚上八點開會
2943,B09903040,2023/9/17 01:07,今天在系管一樓開會
4138,R11522217,2023/9/27 03:28,今天在綜合討論室開會
12568,B10802717,2023/9/12 04:20,今天討論報告主題
9364,B11103040,2023/9/17 23:00,今天討論實驗結果
12604,B09901241,2023/11/14 17:16,今天在系管一樓開會
7161,B11601204,2023/11/11 15:17,今天討論實驗結果
14303,B09602217,2023/10/15 07:26,今天在露易莎開會
8227,B08803050,2023/11/9 14:48,今天晚上八點半開會
1337,B09102101,2023/9/7 14:07,今天開會完成報告書
2672,B11401057,2023/10/8 12:26,今天討論工作分配
4488,B11601039,2023/11/21 13:35,今天晚上九點開會
18136,B11501168,2023/9/12 00:01,今天在露易莎開會
19258,B11105004,2023/10/14 23:50,今天討論實作方法
14286,B08A03020,2023/9/19 07:35,今天在系管一樓開會
16670,B09404034,2023/12/6 14:45,今天晚上九點半開會
8622,B11H03032,2023/10/18 16:26,今天討論工作分配
1011,B10601043,2023/9/8 10:25,今天晚上九點開會
5981,R11926005,2023/9/28 17:16,今天在總圖討論室開會
14857,B05300011,2023/11/13 02:46,今天開會完成報告書
16050,B08614016,2023/10/5 06:59,今天晚上八點開會
11846,R10A22055,2023/11/2 18:47,今天討論報告主題
9723,B10A01240,2023/12/7 23:05,今天在系管一樓開會
9523,B11904047,2023/10/20 21:10,今天晚上八點開會
20502,B11402009,2023/11/19 09:01,今天晚上八點半開會
5844,R10A25004,2023/9/17 17:42,今天晚上八點半開會
15631,B07401026,2023/10/4 11:22,今天晚上八點半開會
18085,B08201022,2023/9/23 15:07,今天晚上九點開會
12310,F07440012,2023/10/16 08:54,今天晚上八點半開會
16238,B11618015,2023/9/4 13:48,今天討論實驗結果
5730,B11H01111,2023/9/16 14:55,今天晚上八點半開會
19277,B07A01072,2023/11/8 04:15,今天討論實驗結果
